,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
10,"
                                                    Dvosoban stan Čengić Vila Otoka Novi Grad - Sarajevo
                                                ",55,Dvosoban (2),5,Namješten,Centralno (gradsko),Prodaja,,,,,,True,,,True,True,,,True,True,,18.05.2023,,True,,,,,True,,,,"Professionals Real Estate prodaje dvosoban stan u blizini Otoka shopping centra u Gradačačkoj ulici, općina Novi Grad. 


Stan je pozicioniran na petom (posljednjem) spratu stambene jedinice bez lifta. Sastoji se od ulaznog hodnika, dnevnog boravka, spavaće sobe, kuhinjsko - trpezarijskog prostora, kupatila i ostave, ukupne uknjižene površine 55 m2. 


Grijanje je centralno, gradsko. 


Stan je kompletno renoviran 2013. godine. Prodaje se kompletno namješten u stanju prikazanom na fotografijama. Posjeduje veoma funkcionalnu dispoziciju prostorija, dovstranu orijentacija (istok zapad), laminate na podovima (postavljeni preko parketa), vanjsku i unutarnju drvenu stolariju, klima uređaj, sve potrebne elektro uređaje, itd...


Ispred stambene jedinice se nalazi javni parking.


Lokacija na kojoj se nalazi predmetna nekretnina je izuzetno atraktivna, a takvom je čini blizina brojnih sadržaja koji su potrebni za ugodan boravak. U krugu od 500 m se nalaze Osnovna kola i vrtić, pijaca Otoka, Konzum, brojni ugostiteljski objekti, trgovine, banke, apoteke, i sl. 


Dokumentacija uredna, vlasništvo 1/1, bez tereta. 


Cijena: 155.000 KM


Za sve ostale informacije kao i zakazivanje termina za razgledavanje predmetnog stana, pozovite sljedeće brojeve telefona:



+387 (62) 396 944

+387 (62) 245 363

+387 (61) 263 985


http://www.profnekretnine.ba


info@profnekretnine.ba


*Professionals agencija za nekretnine je upisana u registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 9/2022. 

*Naši uposlenici su certificirani i stručno osposobljeni."
11,"
                                                    GRBAVICA 63m2 TEK ADAPTIRAN POTPUNO NAMJEŠTEN-SVE NOVO-
                                                ",63,Dvosoban (2),15,Namješten,Centralno (gradsko),Prodaja,,,1970-1979,,True,True,True,True,True,True,True,,True,True,True,20.05.2023,,True,,,True,True,,True,True,True,"GRBAVICA ADAPTIRAN DVOIPOSOBAN KOMPLETNO NAMJEŠTEN STAN 63 M2STAN JE U POTPUNOSTI ADAPTIRAN PRIJE 3 MJESECA.KOMPLETAN NAMJEŠTAJ I TEHNIKA SU TAKOĐŽE KUPLJENI PRIJE 3 MJESECA.
Prodaje se tek adaptiran, kompletno namješten, funkcionalan dvoiposoban stan površine 63 m2 (uknjižena površina 58m- stvarna 63m2) balkon je pripojen stanu, naselje Grbavica (Shopping) opština Novo Sarajevo.Stan je rađen po projektu arhitekte tako da je postignuta maksimalna funkcionalnost u kombinaciji sa estetskim izgledom. Stan je temeljno adaptiran prije 3 mjeseca (sve dokumentovano fotografijama). Prilikom adaptacije korišteni su vrhunski materijali Baumit kao i drugih brendiranih proizvođača.
Odmah useljiv, bez potrebe za ikakvim ulaganjima.Svi uređaji, oprema, namještaj i sve što je ugrađeno je potpuno novo, kupljeno i napravljeno po mjeri za ovaj stan. Stan posjeduje profesionalnu protuprovalnu zastitu alarm sa senzorima dedetektorima za pokret i senzorom za vatrodojavu.
Kompletne instalacije vode, struje i grijanja su potpuno nanovo razvedene, novi Aklimat radijatori namjenjeni za nebodere sa termoglavamaTalijanska keramika, tursko kupatilo, Ariston bojljer. Vanjska petokomorna REHAU stolarija sa ugrađenim komarnicima i aluminijskim roletnama. Nova unutrašnja stolarija, inventer LG klima, dvije Smart TV, svi aparati novi i u garanciji kao i sam stan od izvođača radova. Stan ima tri američka plakara i veliki cipelar što pruža dosta prostora za odlaganje. Kompletna rasvjeta u stanu je led,Nova Blindo vrata .Grijanje u stanu je centralno-toplane.
Stan je jugoistočno orijentisan, te je izuzetno svijetao, prozračan tokom cijelog dana sa lijepim otvorenim pogledom prema centu grada i Trebeviću.
Boravak u stanu je izuzetno miran i prijatan, tome doprinosi izolovanost od saobraćajnice i spratnost.
Sastoji se od dnevnog boravka, kuhinje sa trpezarijom,dvije, spavaće sobe, kupatila i hodnika.
Nalazi se na 15 spratu kvalitetno održavane stanbene zgrade koja ima 2 lifta, od kojih je jedan teretni, na spratovima postoje predulazi koji se zaključavaju, takođe zgrada posjeduje video nadzor što omogućava maksimalnu sigurnost vlasnika stambenih jedinica.
LOKACIJA: Stan se nalazi na jednoj od najtraženijih i najatraktivnijih lokacija u gradu.U krugu  200 metara nalaze se svi potrebni sadržaji za ugodan i kvalitetan zivot: gradski saobracaj, šetalište, shopping centar „Grbavica“, restorani, banka, Konzum, Bingo, parkovi, pijaca, parking prostori, osnovna škola „Grbavica II“,Osnovna muzička i baletna škola, Međunarodni centar za djecu i omladinu, dječiji vrtić „Djeca Sarajeva“, sportska igrališta, ambulanta, Vilsonovo šetalište. 
STAN SE PRODAJE ISKLJUČIVO SA KOMPLETNIM NAMJEŠTAJEM I TEHNIKOM.
Vlasništvo uredno 1/1.
Za sve ostale informacije javite se na;
Kontakt,
mob/ viber/WhatsApp  
062/666-766. VLASNIK.
MOLIM AGENCIJE DA ME NE KONTAKTIRAJU !!!"
12,"
                                                    Stan Ilidža Luzani 50m2
                                                ",50,Dvosoban (2),5,Namješten,Centralno (gradsko),Prodaja,Ilidza Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,09.06.2023,Istok,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 50m2,Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
13,"
                                                    Ilidza Luzani Trosoban stan 61m2
                                                ",61,Dvosoban (2),6,Namješten,Centralno (gradsko),Prodaja,Ilidza Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,13.05.2023,Jug,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️Dvosoban stan, 61m2,jedinstvena prilikaIlidža, park, cijena po dogovoruZa više informacija:Mob: 061-488-073"
14,"
                                                    Dvosoban stan Tibra1 Stup - ZettaNekretnine
                                                ",42,Dvosoban (2),3,Namješten,Centralno (Kotlovnica),Prodaja,,,2010+,Parket,True,True,True,True,True,True,True,True,True,True,True,12.05.2023,,True,,,,True,True,True,True,,"Agencija za nekretnine Zetta iz svoje ponude izdvaja:Na prodaju dvosoban stan u sarajevskom naselju StupStan se nalazi na trećem spratu u zgradi sa liftomPo strukturi je dvosoban - posjeduje dnevni boravak, kuhinju, spavaću sobu, ostavu, kupatilo i balkonZgrada je izgrađena 2010 godine, ima 12 spratovaU stanu se nalazi nov namještaj i većina se ostavlja novom vlasniku Cijena: 159.000 KMZa više informacija se javite našem agentu na broj +387 61 468 094 - Adis Ponudu naših nekretnina pronađite na našoj web stranici zetta.ba ili na olx profilu ZettaNekretnineZetta je agencija čija je osnovna djelatnost promet nekretnina, ali naš tim je uvijek na usluzi za savjetovanje, procjenu, povezivanje, prevođenje računa, uknjižbu, pripremu za kredit... Naš tim vam pruža svu potrebnu podršku kako bi što lakše kupili ili prodali svoju nekretninu.  Javite nam se na brojeve telefona: +387 61 391 301 +387 61 468 094+387 33 849 030Možete nas posjetiti na adresama: Dr. Silve Rizvanbegović 32 (treći sprat)Štrosmajerova 10 (drugi sprat)Mi prodajemo vašu nekretninu! https://zetta.ba/ "
15,"
                                                    Stan Sarajevo - Novo Sarajevo - Grbavica - 110m2
                                                ",110,Trosoban (3),1,Namješten,Plin,Prodaja,,,2000-2009,Ostalo,True,True,True,True,True,True,,,True,True,True,26.06.2023,,True,,True,,,True,True,True,,"Sarajevo Real Estate Neira Babić je ovlašteni posrednik upisan u Registar posrednika u prometu nekretninama - 05-04-32-UTOvlašteni agent: Neira BabićŽelite saznati više o ovoj ili drugim nekretninama iz naše ponude, posjetite www.sarajevo-realestate.comStan Sarajevo - Novo Sarajevo - Grbavica - 110m2 - ProdajaKratki opis Prodaje se stan površine 110,5 metara kvadratnih - u maloj stambenoj zgradi na Grbavici, koja se sastoji od četiri etaže (etažiranje je u toku!). Stan se nalazi na prvom spratu zgrade i sastoji se od dnevnog boravka, trpezarije, kuhinje, dvije spavaće sobe, kupatila i ulaznog hola. Stan ima svoju natkrivenu terasu. Ispred zgrade se nalazi veliko ograđeno dvorište sa kapijom na daljinsko upravljanje. Budući kupac uz kupovinu stana dobija na korištenje po jedno parking mjesto u tom dvorištu. Prilaz nekretnini je u nivou sa cestom koja je prostrana i u ravnici. Stan posjeduje dosta prirodne svjetlosti; u enterijeru su korištene svijetle boje; te je dispozicija unutrašnjeg prostora veoma dobro organizovana, a sve prostorije u stanu su veoma komforne. U stanu ostaje sav ugradbeni namještaj i pokretni namještaj po dogovoru sa vlasnikom. U izgradnji su korišteni veoma kvalitetni materijali; ulaz u zgradu kao i u stan je osiguran sigurnosnim vratima; haustor je lijep i uredan. Grijanje je plinsko-podno grijanje. Obzirom na kvalitet i očuvanost enterijera i same zgrade - nisu potrebna dodatna ulaganja, te je stan odmah useljiv.   NapomenaNavedena tražena cijena predstavlja traženu cijenu za predmetnu nekretninu definisanu posredničkim ugovorom. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od tražene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.Dostupan: mogućnost rezervacije prije etažiranja!Više informacija i termin za uvid u stanje nekretnine možete dobiti vlastiti na zahtjev.﻿Kontakt telefon:061 157 379 NeiraWeb: https://www.sarajevo-realestate.com/e-mail: info@sarajevo-realestate.comFacebook  InstagramYouTube   Neira Babić since 1996..."
16,"
                                                    Stan Sarajevo - Novi Grad - Gradačačka - 55m2
                                                ",55,Dvosoban (2),Visoko prizemlje,Namješten,Centralno (gradsko),Prodaja,Gradačačka,,,Parket,,True,True,True,True,,,,True,True,True,31.03.2023,Istok,True,,True,,,,True,,,"Sarajevo Real Estate Neira Babić je ovlašteni posrednik upisan u Registar posrednika u prometu nekretninama - 05-04-32-UTOvlašteni agent: Neira BabićŽelite saznati više o ovoj ili drugim nekretninama iz naše ponude, posjetite www.sarajevo-realestate.comStan Sarajevo - Novi Grad - Gradačačka - 55m2 - ProdajaKratki opisProdaje se stan površine 55 metara kvadratnih u izvornom stanju, odličnog rasporeda, na lokalitetu Općine Novi Grad, u blizini gradske pijace ""Otoka"". Ovaj komforni stan sa dosta prirodne svjetlosti se sastoji od dnevnog boravka, trpezarije, kuhinje, jedne spavaće sobe, kupatila i hodnika. Stan posjeduje dvostranu orijentaciju (istok-zapad). Grijanje u stanu je centralno gradsko. U stanu je uspostavljen alarmni sistem. U blizini stana se može pronaći parking na javnom parkingu.NapomenaNavedena tražena cijena predstavlja traženu cijenu za predmetnu nekretninu definisanu posredničkim ugovorom. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od tražene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.Više informacija i termin za uvid u stanje nekretnine možete dobiti vlastiti na zahtjev.﻿Kontakt telefon:061 445 887Web: https://www.sarajevo-realestate.com/e-mail: info@sarajevo-realestate.comFacebook  InstagramYouTube   Neira Babić since 1996..."
17,"
                                                    Ilidza Luzani Trosoban stan 60m2
                                                ",60,Trosoban (3),6,Namješten,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,23.11.2022,Jug,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️Trosoban stan, 60m2,jedinstvena prilikaIlidža, park, cijena po dogovoruZa više informacija:Mob: 061-488-073"
18,"
                                                    Ilidza Luzani Dvosoban stan 47m2
                                                ",47,Dvosoban (2),6,Namješten,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,23.11.2022,Jug,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 47m2, Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
19,"
                                                    Ilidza Luzani Trosoban stan 90m2
                                                ",90,Trosoban (3),3,Namješten,Centralno (gradsko),Prodaja,,,,,True,True,,True,True,True,,True,True,True,True,26.04.2021,,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️ Trosoban stan, 90m2, Ilidža, park, cijena po dogovoru Za više informacija: Mob: 061-488-073
 
 "
20,"
                                                    Ilidza Luzani Trosoban stan 77m2
                                                ",77,Trosoban (3),4,Namješten,Centralno (gradsko),Prodaja,Luzanski put 4,,,,,True,True,True,True,True,True,True,True,True,True,23.12.2022,,True,,,,True,,,,,"⭐️⭐️⭐️⭐️⭐️Trosoban stan, 61m2,jedinstvena prilikaIlidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
21,"
                                                    Ilidza Luzani Dvosoban stan 50m2
                                                ",50,Dvosoban (2),4,Namješten,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,11.11.2022,Istok,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 50m2,Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
22,"
                                                    Ilidza Luzani Dvosoban stan 62m2
                                                ",62,Dvosoban (2),4,Namješten,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,22.11.2022,Istok,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 62m2,Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
23,"
                                                    PRODAJA/ZAMJENA STANA ZA VECI UZ DOPLATU
                                                ",30,Garsonjera,Visoko prizemlje,Namješten,Struja,Prodaja,,,,Parket,,True,True,True,True,,,,True,True,True,15.05.2023,,True,,True,True,,,,,,"Prodajem ili mijenjam garsonjeru za veci stan uz doplatu.


Garsonjera :

se nalazi u Sarajevu ul. Muhameda Hadzijahica 35 - Kosevsko Brdo;je površine 30m2 - visoko prizemlje stambene zgrade bez lifta a koja ima ukupno IV sprata;se sastoji iz hodnika u kojem je kuhinja, dnevnog boravka i kupatila; je adaptirana prije cca 5 godina. vanjska stolarija je PVC, dok je unutrašnja drvena;pod je parket i keramika; ulazna vrata su blindirana; grijanje : plin-struja;se prodaje namještena;posjeduje podrum;vlasništvo 1/1; 
Zgrada se nalazi u neposrednoj blizini svih sadržaja potrebnih za život (škola, vrtić, javni prijevoz,javna garaza, trgovine), odlična saobraćajna povezanost, okružena zelenilom i nesmetanim pogledom.


Kontakt telefon : 061034381

061141559"
24,"
                                                    Prodaja trosoban stan sa garažom Pejton Ilidža
                                                ",78,Trosoban (3),2,Namješten,Centralno (gradsko),Prodaja,,,1970-1979,Parket,True,True,True,True,True,,,,True,True,True,22.02.2023,,True,,True,,,,,True,,"Stanpromet.ba - agencija za nekretnine objavljuje prodaju odličnog trosobnog stana u naselju Pejton, ulica Mustafe Ice Voljevice.
Površina stana je 77 m², smješten na drugom spratu zgrade sa od tri sprata. Trostrane orijentacije i sa etažnim plinskim grijanjem, promjenjenom vanjskom stolarijom, dva balkona, blindo vrata. Zgrada se nalazi u mirnom dijelu planski gradjenog naselja, sa puno parkova i zelenila a opet neposredno blizu centra Ilidže.
Uz stan se prodaje i garaza koja se nalazi u samoj zgradi, površine 18 m².
Cijena stana 225.000 KM
Cijena garaže 20.000 KM
Certificirani agent Haris Kadić
Stanpromet.ba - agencija za nekretnine
Registarski broj posrednika 001/2022!
Grbavička 8b, 71000 Sarajevo
+ 387 62 801 801
agencija@stanpromet.ba"
25,"
                                                    Stan novogradanja 134 m2 Dobrinja  - Novi Grad
                                                ",134,Trosoban (3),2,Namješten,Centralno (gradsko),Prodaja,Želimira Vidovića Kelija,,2015+,Parket,,True,True,True,True,True,True,True,True,True,True,13.06.2023,Jugoistok,True,,True,True,True,True,True,,True,"Stan na Dobrinji, novogradnja, II sprat, uknjižene površine 134 m2. Nekretnina se sastoji od prostranog dnevnog boravka, izdvojene trpezarije i zasebne kuhinje, tri sobe, dva kupaila i jednog toaleta.
Nekretnina se prodaje u potpunosti namještena, a novi vlasnik ima mogučnost kupovine dva parking mjesta u prizemlju zgrade (ista ne ulaze u navedenu cijenu).

Za sve ostale inf. i eventualni obilazak pozovite kontakt mob. +387 61 556 221"
26,"
                                                    Stan sa baštom-Ciglane 84m2
                                                ",84,Četverosoban (4),Suteren,Namješten,Centralno (gradsko),Prodaja,,,1980-1989,Parket,,True,True,True,True,,,,True,,True,25.04.2023,,True,False,,,True,True,True,,True,"Prodaje se izuzetno lijep stan sa baštom u sarajevskom naselju Ciglane, opština Centar. Nalazi se u ulici Hakije Kulenovića u suterenu dobro održavane zgrade izgrađene 80-tih godina.Stan ima uknjiženih 84m2 i cca 58m2 bašte a pri adaptaciji je pregrađivanjem dobijeno jos cca 20m2 tako da je ukupna površina stana 105m2.Prilikom adaptacije su zamijenjene sve elekto i vodo instalacije, unutrašnja i vanjska stolarija i kupatila su potpuno renovirana.Stan je po strukturi četverosoban i sastoji se od hodnika, dnevnog boravka sa kuhinjom i trpezarijom u jednoj cjelini, tri spavaće sobe, walk in ormara (1,2mx5m), ostave, kupatila sa toaletom i vešerajem i još jednog manjeg toaleta sa umivaonikom.Iz dnevnog boravka se izlazi u baštu od 58m2 koje je potpuno opremljena kvalitetnim baštenskim namještajem i svim popratnim elementima.Stan se prodaje namješten modernim i funcionalnim namještajem i kuhinjom opremljenom uređajima najnjovije tehnologije a uz dogovor se može kupiti i nenamješten.Grijanje je centralno gradsko (Toplane) i postoje svi priključci za internet i kablovsku tv.Stan je zaštićen alarmnim sistemom a zgrada je pod video nadzorom 24h.Ispred zgrade se nalazi zajednički parking za stanare.Za sve dodatne informacije pozovite +38761357385 Homelink nekretnine d.o.o.Elma Avdić"
27,"
                                                    CASA MIA / Trosoban stan 85-93m2 / Pofalići
                                                ",85,Trosoban (3),1,Namješten,Centralno (gradsko),Prodaja,Zmaja od Bosne,8,,Parket,True,True,True,True,True,,True,,True,True,True,19.12.2022,Jug,True,,,,,True,,True,True,"CASA MIA Nekretnine prodaju trosoban stan 85 m2 (93 m2), Zmaja od Bosne, Pofalići, Novo Sarajevo.Stan je po strukturi trosoban, ukupne površine 85 m2, sastoji se od ulaznog hodnika, dnevnog boravka sa trpezarijom, kuhinje, dvije spavaće sobe, kupatila, toaleta, ostave i dvije ustakljene lođe ukupne površine 8 m2, na koje se izlazi iz trpezarije i spavaće sobe.Podne obloge parket i keramika.Stolarija vanjska PVC, unutrašnja drvena, blindo ulazna vrata.Grijanje centralno gradsko Toplane.Stan je dvostrane orijentacije jug/sjever, pozicioniran na prvom spratu stambene zgarade, od ukupno sedam spratova, sa dva lifta.Stan je proteklih godina u više faza adaptiran, te je promijenjena vanjska stolarija, parket, ulazna vrata, adaptirano kupatilo i toalet, te izmjenjene elektro instalacije.Stan se prodaje sa kompletnim namještajem i odmah je useljiv. Ispred zgrade se nalazi javni parking prostor.Lokacija je vrlo atraktivna, stan je lociran uz glavnu saobračajnicu Zmaja od Bosne, u neposrednoj blizini Vilsonovog šetališta, Ziraat Banke, hotela Bristol, šoping centara, restorana, marketa, škola, javnog gradskog prevoza i ostalih uslužnih servisa za ugodan i urban način življenja.Zbog frekventne, atraktivne lokacije i poželjne spratnosti, predmetna nekretnina je idealna za poslovne prostore, ordinacije, urede, vrtiće i druge djelatnosti.Bitno je naglasiti da je stan duži niz godina bio izdat kao poslovno kancelarijski prostor.Cijena: 397,000 KMCijena m2: 4,670 KMCASA MIA NekretnineDžemala Bijedića 33Sarajevo 71000+387 61 191 631info@casamianekretnine.bawww.casamianekretnine.baBroj registra posrednika 56/2023"
28,"
                                                    STAN SARAJEVO STUP  TOP LOKACIJA 76.62m2
                                                ",76.6,Trosoban (3),5,Namješten,Plin,Prodaja,,5,2010+,Parket,True,True,True,True,True,True,True,,True,True,True,27.02.2023,,True,,True,True,True,True,True,True,,"HITNA PRODAJA!!!!

MODERNO NAMJESTEN STAN
IFO.. 062337710 DZENAN"
29,"
                                                    *AKCIJA* Stan/ Ferhadija/ RENOVIRAN/ NAMJESTEN/ 109 m2
                                                ",109,Trosoban (3),2,Namješten,Centralno (Plin),Prodaja,Ferhadija,,,Parket,,True,True,True,True,True,,,True,True,True,29.01.2021,,True,,True,,,,,,True,"""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Stari Grad u ulici Ferhadija.Stan je površine 109 m2 i nalazi se na II spratu stambene zgrade bez lifta. Po strukturi je trosoban.Sastoji se iz hodnika, velikog dnevnog boravka sa trpezarijom, kuhinje, dvije velike spavaće sobe i kupatila. Stan je kompletno renoviran prije 10 godina i tom prilikom su zamijenjene sve vodovodne i elektro instalacije. Vanjska i unutrašnja stolarija su drvene. Pod je parket (zamijenjen novi) i keramika. Grijanje u stanu je etažno plinsko, posjeduje i klimu. Ulazna vrata su blindirana. Stan se nalazi u zgradi austrougarske gradnje (stropovi su spušteni) na najatraktivnijoj lokaci u samom centru Ferhadije. Prodaje se kompletno namješten.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/trosoban-renoviran-namjesten-stan-ferhadija-109-m2-73/Cijena stana je po dogovoruSve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822http://www.nekretnine-myspace.comMY SPACE NekretnineAlipašina br. 1671000 Sarajevo"
30,"
                                                    MY SPACE/ Stan/ Mali Bosmal/ NAMJESTEN/ 52m2
                                                ",52,Dvosoban (2),3,Namješten,Centralno (Plin),Prodaja,Antuna Branka Šimića,,,Parket,True,True,True,True,True,True,,,True,True,True,26.08.2022,,True,,True,,,,,True,,"""MY SPACE"" Nekretnine prodaju stan u Sarajevu, općina Novi Grad, naselje Hrasno, u ulici Antuna Branka Šimića
Stan je površine 52 m2 + balkon 16 m2 i nalazi se na III spratu stambeno-poslovne zgrade bez lifta. Po strukturi je dvosoban.
Sastoji se iz hodnika, dnevnog boravka sa kuhinjom, trpezarijom i izlazom na ogroman balkon, spavaće sobe i kupatila. Stan je u zgradi Mali Bosmal. Vanjska stolarija je ALU i PVC, dok je unutrašnja drvena. Pod je parket i keramika. Ulazna vrata su blindirana. Grijanje je etažno plinsko, a posjeduje i dva klima uređaja. Stan je na veoma lijepoj lokaciji, u blizini gradskog prijevoza, marketa, banaka, parkova za djecu, škole kao i mnogih drugih sadržaja. Prodaje se kompletno namješten.
Za više informacija posjetite link: https://www.nekretnine-myspace.com/nekretnine/dvosoban-namjesten-stan-mali-bosmal-52m2-13201/
Sve informacije možete dobiti na slijedeće brojeve telefona:+387 66 998 943+387 62 772 006+387 66 499 822http://www.nekretnine-myspace.com
MY SPACE NekretnineMis Irbina br. 2271000 Sarajevo
 "
31,"
                                                    MY SPACE/ Stan/ Bulevar/ NOVOGRADNJA/ NAMJESTEN/ 51 m2
                                                ",51,Trosoban (3),3,Namješten,Centralno (gradsko),Prodaja,Džemala Bijedića,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,31.03.2023,Jugoistok,True,,,,,,,True,,"""MY SPACE"" Nekretnine prodaju dvoiposoban stan u Sarajevu, općina Ilidža, naselje Bulevar u ulici Džemala Bijedića.Stan je površine 51,50 m2 i nalazi se na III spratu stambene zgrade sa dva lifta. Po strukturi je dvoiposoban.Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i izlazom na balkon, kuhinje, dječije sobe (garderobera), spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko po potrošnji (kalorimetri), posjeduje i klima uredjaj. Voda je takodjer po potrošnji. Ulazna vrata su blindirana. Stan se nalazi u novogradnji Bulevar i prodaje se kompletno namješten sa svim stvarima i električnim uredjajima.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/dvoiposoban-namjesten-stan-bulevar-51-m2-13515/Cijena stana je 239.500 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 772 336+387 66 499 822http://www.nekretnine-myspace.comMY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo"
32,"
                                                    MY SPACE/ Stan/ Grbavica/ NAMJESTEN/ 63m2
                                                ",63,Trosoban (3),6,Namješten,Struja,Prodaja,Grbavička,,,Parket,True,True,True,True,True,,True,,True,True,True,15.12.2022,,True,,True,,,True,,True,,"""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Novo Sarajevo, naselje Grbavica, u ulici Grbavička
Stan je površine 63 m2 i nalazi se na VI spratu u stambenoj zgradi sa liftom (zadnji sprat). Po strukturi stan je trosoban.
Sastoji se od hodnika, kuhinje sa trpezarijom, dnevnog boravka, dvije spavaće sobe, balkona, ostave, kupatila i wc-a. Vanjska stolarija je PVC (u jednoj sobi je drvena stolarija). Unutrašnja stolarija je drvena. Pod je parket, laminat i keramika. Grijanje je na struju, a postoji mogućnost i uvođenja plina. Ulazna vrata su blindirana. Orijentacija stana je južna. Stan se nalazi na atraktivnoj i pristupačnoj lokaciji, u blizini gradskog prevoza i svih neophodnih sadržaja (škola, ambulanta, pijana, marketi). Stan se prodaje namješten.
Za više informacija posjetite link: https://www.nekretnine-myspace.com/nekretnine/trosoban-namjesten-stan-grbavica-63-m2-13378/
Cijena stana je 259.000 KM
Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822http://www.nekretnine-myspace.com
MY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo
 "
33,"
                                                    MY SPACE/ Stan/ Alipasino polje/ RENOVIRAN/ 42 m2
                                                ",41,Dvosoban (2),14,Namješten,Centralno (gradsko),Prodaja,Ive Andrića,,,Parket,True,True,True,True,True,,True,,True,True,True,14.04.2023,,True,,,,,,,True,True,"""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Novi Grad, naselje Alipašino polje u ulici Ive Andrića.Stan je površine 42 m2 i nalazi se na XIV spratu stambene zgrade sa liftom koji je ujedno i poslednji sprat u zgradi iznad kog se nalaze ostave. Po strukturi je dvosoban.Sastoji se iz hodnika, dnevnog boravka sa izlazom na balkon koji je zatvoren, kuhinje, spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika Grijanje je centralno gradsko. Ulazna vrata su blindirana. Stan je renoviran prije cca 6. godina i prodaje se namješten. Parking je gradski. U haustoru se nalazi video nadzor.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/dvosoban-renoviran-stan-alipasino-polje-42-m2-13525/Cijena stana je 132.000 KM. Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 772 336+387 66 499 822http://www.nekretnine-myspace.comMY SPACE NekretnineMis Irbina br. 2271000 Sarajevo"
