Unnamed: 0,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon.1,nedavno_adaptiran,details
767,"
                                                    Stan 92 m2 na Ilidži u naselju Osjek
                                                ",199.025 KM,92.6,Trosoban (3),1,Nenamješten,,Struja,Prodaja,Osik 619,9.0,2015+,Laminat,True,True,,,True,,,,True,True,,30.09.2022,Sjever,True,,,,,True,,True,,"Komfor nekretnine d.o.o. prodaju stan 🏙️ površine 92 m² na Ilidži u naselju Osjek, u ulici Osik br. 619.📍Stan površine 92,57 m² se nalazi na prvom spratu manje stambeno-poslovne zgrade i sadrži:🛋️ Dnevni boravak sa kuhinjom🛏️ Dvije spavaće sobe🛁 Kupatilo✅ Dva balkona (sa sjeverne strane iz dnevnog boravka i sa južne strane iz spavaće sobe)🗄️ Ostavu.Specifikacije:🪟 Vanjska PVC stolarija.🚪 Unutarnja drvena stolarija.✅ Laminat kvalitetnog njemačkog proizvođača. 🚪 Blindirana ulazna vrata.📷 Video interfon.🔐 2x token za ulaz u haustor.♒︎ Sprovedene instalacije za 3 klima uređaja (u dnevnoj i spavaćim sobama).🚨 Sprovedene instalacije za alarmni sistem.🔥 Grijanje je predviđeno na strujne konvektore (ili ako se ugrade klima uređaji Inverteri).Priključak struje je 6,7 kW.Okruženje: Stan se nalazi na mirnoj lokaciji i lijepom susjedstvu u samom centru Osjeka, sa dostupnim sadržajima u blizini. Udaljenosti:-       Supermarket Amko Komerc 100m  🛒-       Autobuska stanica 100m 🚌-       Osnovna škola 300m 🏬-       BH Pošta 300m. 📬Cijena: 199.025,00 KM = 2.150 KM/m²UZ STAN SE DOBIJA GRATIS OZNAČENO PARKING MJESTO ISPRED GRADE, KOJE SE NAVODI U UGOVORU O KUPOPRODAJI STANA I PRENOSI U VLASNIŠTVO KUPCA.KONTAKT 📲Agent: Muamer Softić 💼+38762 25 25 25 📲kontakt@komfor.ba 📩Komfor nekretnine d.o.o. 💼Olimpijska 32 📍ID: 4203060500005 🗄️Registarski broj posrednika u prometu nekretnina upisan kod Federalnog ministarstva trgovine pod brojem 16/2022. 📓"
768,"
                                                    Troiposoban stan - Sarajevo / Stari grad / Bistrik
                                                ",390.000 KM,71.0,Četverosoban (4),3,Nenamješten,,Struja,Prodaja,,2.0,1980-1989,Parket,True,True,,True,True,,True,,True,True,True,15.04.2022,Jug,True,,True,True,,,,True,,"Stan po ZK ima 71m2, a svarnih 76m2 + dva balkona ukupne povrsine 8m2
mob. 061/310-904"
769,"
                                                    Stan Istočno Sarajevo - Lukavica
                                                ",Na upit,64.0,Dvosoban (2),7,Nenamješten,Novogradnja,Centralno (gradsko),Prodaja,,,2020+,Ostalo,,,,,,,,,,,,15.05.2023,,,,,,,,,,,"Stan 1. 63,16 m2-sprat 7, na uglu prema caffe-restoran Perla, otvoren pogled na Lukavicu i okolinu. 
Stan 2. 44,26 m2-sprat 5, sa pogledom na jezero.
 
Kontakt 066/989-022"
770,"
                                                    Četverosoban stan Dobrinja novogradnja prodaja
                                                ",383.327 KM,97.8,Četverosoban (4),5,Nenamješten,,Centralno (gradsko),Prodaja,"Novi Grad, Sarajevo, Sarajevo",14.8,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,15.04.2023,,True,,,,True,True,True,True,,"Stanpromet.ba - agencija za nekretnine najavljuje ekskluzivnu prodaju stanova u stambeno-poslovnom objektu u izgradnji na Dobrinji.Nakon realizacije niza uspješnih stambeno-poslovnih objekata firma Butmir u saradnji sa agencijom za nekretnine Stanpromet sa ponosom predstavlja novi objekat „Dobrinja“ projektovan po najvišim standardima sa tradicionalnom kvalitetom iza koje stojimo. Objekat je smješten u mirnom dijelu naselja, blizu glavnih saobraćajnica a dovoljno udaljen da svojim korisnicima obezbjedi miran i komforan život u jednom od najomiljenijih naselja za porodični život.Objekat niske spratnosti (S+P+5) nudi stanove različitih veličina i dispozicija na etažama od prizemlja do petog sprata. Možete birati od garsonjere do stanova sa 3 spavaće sobe, ili modernih penthausa na 5. spratu sa prostranim terasama. Većina stanova posjeduje terasu ili prostran balkon.Objekat zadovoljava najstrože propise energetske efikasnosti, te ispunjava stroge kriterije prilikom izbora materijala koji se koriste pri izgradnji. Kako bismo dodatno umanjili troškove sve skupljih energenata, osigurali smo odvojeno mjerenje potrošnje za svaki pojedinačni stan i poslovni prostor.Stanovi se zagrijavaju iz gasne kotlovnice koja se nalazi u sklopu objekta. Svaki stan posjeduje priključak za električnu energiju minimalne snage 6,7kW, te optički priključak na infrastrukturu dostupnih internet i tv providera.Gradnja objekta je u toku i očekujemo da će prve stanare primiti već u proljeće 2024. godine.MATERIJALIZACIJAKUPATILO• Zidovi obloženi retificiranim keramičkim pločicama I klase do stropa• Pod obložen retificiranim keramičkim pločicama I klase• Strop gletovan i bojen disperzivnom bojom• Porculanske sanitarije kao Villeroy&Boch Architectura ili Vitra• Plitke tuš kade sa kabinom od kaljenog staklaHODNICI, SOBE I KUHINJA• Zidovi gletovani i obojeni disperzivnom bijelom bojom• Pod obložen prvoklasnim troslojnim parketom sa drvenom ugaonom lajsnom• Strop gletovan i bojen disperzivnom bojomOTVORI• Ulazna protuprovalna vrata na stanovima klase protivprovalne sigurnosti III, otpornosti na požar 30 minuta• Unutrašnja vrata na sobama i kupatilu drvena bijela.• Vanjski otvori od 5-komornih PVC profila sa ispunom od izolacionog staklaINSTALACIJE• Instalacije jake i slabe struje sa standardnim rasporedom priključnih mjesta. Do svakog stana dovedena optička infrastruktura sa mogućnošću priključenja stana na kablovski internet/tv/telefon• Priključak za vodu sa zasebnim mjerenjem (vodomjer) i standardni raspored sanitarija u stanu• Etažno grijanje sa standardnim rasporedom radijatora i zasebnim mjerenjem (kalorimetar) za svaki stan. Grijanje obezbjeđeno iz kotlovnice unutar objekta kojom će upravljati KJKP „Toplane Sarajevo“ d.o.o.GARAŽA• Ulazna sekciona vrata. Podne površine obrađene fero betonom. Garaža je liftovima i stepeništima povezana sa prizemljem i svim nadzemnim etažama objektaFASADA• Posvećena je izuzetna pažnja termo izolacionim karakteristikama kao i trajnosti fasade i otpornosti na sve vremenske uslove• Svi fasadni zidovi objekta obloženi su termoizolacijom EPS debljine 10 cm• Završna obloga fasade je sitnozrni silikatni malter sistem BaumitStanpromet.ba - agencija za nekretnineCertificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 SarajevoAgent Emin Canović+387 62 40 44 40"
771,"
                                                    Trosoban stan Dobrinja prodaja novogradnja
                                                ",254.978 KM,70.3,Trosoban (3),2,Nenamješten,,Centralno (gradsko),Prodaja,"Novi Grad, Sarajevo, Sarajevo",7.6,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,15.04.2023,,True,,,,True,True,True,True,,"Stanpromet.ba - agencija za nekretnine najavljuje ekskluzivnu prodaju stanova u stambeno-poslovnom objektu u izgradnji na Dobrinji.Nakon realizacije niza uspješnih stambeno-poslovnih objekata firma Butmir u saradnji sa agencijom za nekretnine Stanpromet sa ponosom predstavlja novi objekat „Dobrinja“ projektovan po najvišim standardima sa tradicionalnom kvalitetom iza koje stojimo. Objekat je smješten u mirnom dijelu naselja, blizu glavnih saobraćajnica a dovoljno udaljen da svojim korisnicima obezbjedi miran i komforan život u jednom od najomiljenijih naselja za porodični život.Objekat niske spratnosti (S+P+5) nudi stanove različitih veličina i dispozicija na etažama od prizemlja do petog sprata. Možete birati od garsonjere do stanova sa 3 spavaće sobe, ili modernih penthausa na 5. spratu sa prostranim terasama. Većina stanova posjeduje terasu ili prostran balkon.Objekat zadovoljava najstrože propise energetske efikasnosti, te ispunjava stroge kriterije prilikom izbora materijala koji se koriste pri izgradnji. Kako bismo dodatno umanjili troškove sve skupljih energenata, osigurali smo odvojeno mjerenje potrošnje za svaki pojedinačni stan i poslovni prostor.Stanovi se zagrijavaju iz gasne kotlovnice koja se nalazi u sklopu objekta. Svaki stan posjeduje priključak za električnu energiju minimalne snage 6,7kW, te optički priključak na infrastrukturu dostupnih internet i tv providera.Gradnja objekta je u toku i očekujemo da će prve stanare primiti već u proljeće 2024. godine.MATERIJALIZACIJAKUPATILO• Zidovi obloženi retificiranim keramičkim pločicama I klase do stropa• Pod obložen retificiranim keramičkim pločicama I klase• Strop gletovan i bojen disperzivnom bojom• Porculanske sanitarije kao Villeroy&Boch Architectura ili Vitra• Plitke tuš kade sa kabinom od kaljenog staklaHODNICI, SOBE I KUHINJA• Zidovi gletovani i obojeni disperzivnom bijelom bojom• Pod obložen prvoklasnim troslojnim parketom sa drvenom ugaonom lajsnom• Strop gletovan i bojen disperzivnom bojomOTVORI• Ulazna protuprovalna vrata na stanovima klase protivprovalne sigurnosti III, otpornosti na požar 30 minuta• Unutrašnja vrata na sobama i kupatilu drvena bijela.• Vanjski otvori od 5-komornih PVC profila sa ispunom od izolacionog staklaINSTALACIJE• Instalacije jake i slabe struje sa standardnim rasporedom priključnih mjesta. Do svakog stana dovedena optička infrastruktura sa mogućnošću priključenja stana na kablovski internet/tv/telefon• Priključak za vodu sa zasebnim mjerenjem (vodomjer) i standardni raspored sanitarija u stanu• Etažno grijanje sa standardnim rasporedom radijatora i zasebnim mjerenjem (kalorimetar) za svaki stan. Grijanje obezbjeđeno iz kotlovnice unutar objekta kojom će upravljati KJKP „Toplane Sarajevo“ d.o.o.GARAŽA• Ulazna sekciona vrata. Podne površine obrađene fero betonom. Garaža je liftovima i stepeništima povezana sa prizemljem i svim nadzemnim etažama objektaFASADA• Posvećena je izuzetna pažnja termo izolacionim karakteristikama kao i trajnosti fasade i otpornosti na sve vremenske uslove• Svi fasadni zidovi objekta obloženi su termoizolacijom EPS debljine 10 cm• Završna obloga fasade je sitnozrni silikatni malter sistem BaumitStanpromet.ba - agencija za nekretnineCertificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 SarajevoAgent Emin Canović+387 62 40 44 40"
772,"
                                                    Dvosoban stan novogradnja Dobrinja prodaja
                                                ",187.083 KM,53.2,Dvosoban (2),1,Nenamješten,,Centralno (gradsko),Prodaja,"Novi Grad, Sarajevo, Sarajevo",,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,15.04.2023,,True,,,,True,,True,True,,"Stanpromet.ba - agencija za nekretnine najavljuje ekskluzivnu prodaju stanova u stambeno-poslovnom objektu u izgradnji na Dobrinji.Nakon realizacije niza uspješnih stambeno-poslovnih objekata firma Butmir u saradnji sa agencijom za nekretnine Stanpromet sa ponosom predstavlja novi objekat „Dobrinja“ projektovan po najvišim standardima sa tradicionalnom kvalitetom iza koje stojimo. Objekat je smješten u mirnom dijelu naselja, blizu glavnih saobraćajnica a dovoljno udaljen da svojim korisnicima obezbjedi miran i komforan život u jednom od najomiljenijih naselja za porodični život.Objekat niske spratnosti (S+P+5) nudi stanove različitih veličina i dispozicija na etažama od prizemlja do petog sprata. Možete birati od garsonjere do stanova sa 3 spavaće sobe, ili modernih penthausa na 5. spratu sa prostranim terasama. Većina stanova posjeduje terasu ili prostran balkon.Objekat zadovoljava najstrože propise energetske efikasnosti, te ispunjava stroge kriterije prilikom izbora materijala koji se koriste pri izgradnji. Kako bismo dodatno umanjili troškove sve skupljih energenata, osigurali smo odvojeno mjerenje potrošnje za svaki pojedinačni stan i poslovni prostor.Stanovi se zagrijavaju iz gasne kotlovnice koja se nalazi u sklopu objekta. Svaki stan posjeduje priključak za električnu energiju minimalne snage 6,7kW, te optički priključak na infrastrukturu dostupnih internet i tv providera.Gradnja objekta je u toku i očekujemo da će prve stanare primiti već u proljeće 2024. godine.MATERIJALIZACIJAKUPATILO• Zidovi obloženi retificiranim keramičkim pločicama I klase do stropa• Pod obložen retificiranim keramičkim pločicama I klase• Strop gletovan i bojen disperzivnom bojom• Porculanske sanitarije kao Villeroy&Boch Architectura ili Vitra• Plitke tuš kade sa kabinom od kaljenog staklaHODNICI, SOBE I KUHINJA• Zidovi gletovani i obojeni disperzivnom bijelom bojom• Pod obložen prvoklasnim troslojnim parketom sa drvenom ugaonom lajsnom• Strop gletovan i bojen disperzivnom bojomOTVORI• Ulazna protuprovalna vrata na stanovima klase protivprovalne sigurnosti III, otpornosti na požar 30 minuta• Unutrašnja vrata na sobama i kupatilu drvena bijela.• Vanjski otvori od 5-komornih PVC profila sa ispunom od izolacionog staklaINSTALACIJE• Instalacije jake i slabe struje sa standardnim rasporedom priključnih mjesta. Do svakog stana dovedena optička infrastruktura sa mogućnošću priključenja stana na kablovski internet/tv/telefon• Priključak za vodu sa zasebnim mjerenjem (vodomjer) i standardni raspored sanitarija u stanu• Etažno grijanje sa standardnim rasporedom radijatora i zasebnim mjerenjem (kalorimetar) za svaki stan. Grijanje obezbjeđeno iz kotlovnice unutar objekta kojom će upravljati KJKP „Toplane Sarajevo“ d.o.o.GARAŽA• Ulazna sekciona vrata. Podne površine obrađene fero betonom. Garaža je liftovima i stepeništima povezana sa prizemljem i svim nadzemnim etažama objektaFASADA• Posvećena je izuzetna pažnja termo izolacionim karakteristikama kao i trajnosti fasade i otpornosti na sve vremenske uslove• Svi fasadni zidovi objekta obloženi su termoizolacijom EPS debljine 10 cm• Završna obloga fasade je sitnozrni silikatni malter sistem BaumitStanpromet.ba - agencija za nekretnineCertificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 SarajevoAgent Emin Canović+387 62 40 44 40"
773,"
                                                    LOCUS prodaje: Stan, Stupska, Ilidža
                                                ",269.560 KM,67.0,Četverosoban (4),1,Nenamješten,Novogradnja,Plin,Prodaja,Stupska,,2020+,Parket,True,True,,,True,,True,True,True,True,,15.11.2022,Zapad,True,,True,,,,,True,,"LOCUS šifra: 004N-20224LAgent:  Elvedina Ganibegović, 061/163-238E-mail: elvedina@locus.ba Želite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://www.locus.ba/search/listing/5873 Opis nekretnine: LOCUS Nekretnine Vam sa zadovoljstvom objavljuje prodaju četverosobnog stana površine 67,39m2 na prvom spratu u novom stambeno-poslovnom kompleksu sa liftom koji se nalazi na izuzetno atraktivnoj lokaciji, u sklopu novoizgrađenog naselja u sarajevskom naselju Stup. Ovo naselje, kao “grad u gradu” je izraslo u proteklih nekoliko godina i postalo reprezentativna lokacija kao odabir stanovanja za mlade, porodice, studente i poslovne ljude.Stan se sastoji od dnevnog boravka sa trpezarijom, tri spavaće sobe, kuhinje, kupatila, lođe i hodnika.Naselje prati moderna infrastruktura, a obogaćeno je urbanim sadržajima: restoranima, kafićima, prodavnicama popularnih brendova i zelenilom što garantuje ispunjen i raznovrstan sadržaj tokom dana.Objekat se estetski i oblikovno neodoljivo ističe u okruženju.Materijali koji su korišteni u novogradnji zadovoljavaju najviše standarde kvaliteta i osiguravaju trajnost, kvalitet i najzahtjevnije uslove u eksploataciji objekta, a istovremeno osiguravaju efikasnu toplinsku izolaciju, visoke zahtjeve za hidroizolacijima, te zaštitu od požara.Postoji mogućnost kupovine garažnog mjesta.Bitno je napomenuti da je investitor osim kvaliteti gradnje posebnu pažnju posvetio i funkcionalnosti svih stambenih jedinica.Izgradnja objekta je već počela, a planirani završetak radova je mjesec maj 2024. godine!Ugradnja vrhunskih građevinskih materija od čega možemo izdvojiti termo fasadu EPS-F debljine 10 cm, podovi u objektu su projektovani kao plivajući podovi ukupne debljine 10 cm sa završnom obradom u skladu sa namjenom prostorije. Kao podna obloga u sobama projektovan je dvoslojni parket debljine 12mm, dok su u mokrim prostorijma predviđene keramičke pločice I klase.Krov objekta je ravni neprohodni, sa završnim slojem šljunka.Zidovi kupatila se oblažu čitavom visinom prvoklasnim keramičkim pločicama. Zidovi kuhinja se oblažu keramikom ili boje, kao i ostatak stana sa paropropusnim poludisperzivnim bojama.Unutrašnja vrata su drvena standardna izvedba. Ulazna vrata su protivprovalna metalna BLINDO.Prozori su od petokomornih PVC profila 76MD, okov GU, ostakljenjem troslojnim staklom 4+12+4+12+4 low-e, argon.Kupatila su opremljena prvoklasnim sanitarnim uređajima (tuš kabina / tursko kupatilo , WC školjke sa ugradbenim vodokotlićem, umivaonici sa ormarićem i ogledalom,bojler plinski i priključak za veš mašinu.)Sistem grijanja podrazumijeva sistem na plin sa plinskim bojlerima i dimnjacima. Kao grijna tijela predviđeni su parapetni radijatori.Cijena stanova iznosi 4.000,00 KM/m2 sa uključenim PDV-om.Također, svi vlasnici imaju mogućnost kupovine garažnog mjesta po cijeni od 20.000,00 KM sa uključenim PDV-om!Dostupne kvadrature stanova:1. Dvosoban stan površine 42,05m22. Dvosoban stan površine 50,98m23. Trosoban stan površine 53,34m24. Trosoban stan površine 53,81m25. Trosoban stan površine 54,45m26. Četverosoban stan površine 67,39m2 Bitno je napomenuti da termo i zvučna izolacija od 10 cm, kao i vanjska stolarija, garantuju izvrsnu energetsku efikasnost objekta što dugoročno pruža kako maksimalnu ugodu življenja, tako i optimizirane režijske troškove.Investitor budućim kupcima stambenih jedinica pruža garanciju na ravni krov u trajanju od deset godina, te dvije godine na stambene jedinice (izuzev eventualnih fizičkih oštećenja nastalih nesretnim slučajem ili nepravilnim korištenjem).Za posjetu ovoj nekretnini pozovite Vašeg LOCUS agenta: 061/163-238 ili VIBER/ WhatsApp/ IMO +38761163238.Lokacija:Ukoliko želite živjeti na mirnoj i sigurnoj lokaciji koja se istovremeno nalazi nedaleko od glavnih saobraćajnica i stanica gradskog saobraćaja (tramvaja) onda je ovo izvrsna lokacija za Vas.Samu lokaciju karakteriše veliki broj sadržaja neophodnih za svakodnevni život, kao što su: supermarket ""Bingo"", ""Konzum"", ugostiteljski objekti, apoteka, banka, pekara, vrtići, frizerski saloni i mnogi drugi.Lokacija je izuzetno dobro povezana cestovnim i tramvajskim saobraćajem sa ostalim dijelovima grada, tako da je tramvajsko i autobusko stajalište udaljeno cca 400 metara, a sama glavna saobraćajnica cca 50 metara od ulaza u stambenu zgradu.Obzirom na blizinu Stupske petlje, pristup autoputu A1 je znatno olakšan te možemo reći da je nekretnina kvalitetno povezana sa svim dijelovima grada.Sadržaj:Dnevni boravak sa trpezarijom, tri spavaće sobe, kuhinja, kupatilo, lođa i hodnik.Standard:Unutrašnja drvena stolarija. Vanjska PVC stolarija, profil: 76MD, okov: GU, troslojno.Pod je dvoslojni parket debljine 12mm i keramičke pločice I klase.Plinsko grijanje (očitavanje utroška po stanu). Struja – standardna izvedba.Svaka stambena jedinica ima vlastiti vodomjer.Klima uređaj: opcija grijanja i hlađenja. Priključak interneta i kablovske TV.Vodomjeri su instalirani za svaki pojedinačni stan za očitanje potrošnje vode.Ulazna blindo vrata. Unutrašnja drvena stolarija. Vanjska PVC stolarija, profil: 76MD, okov: GU, troslojno.Pod je dvoslojni parket debljine 12mm i keramičke pločice I klase.Plinsko grijanje (očitavanje utroška po stanu). Struja – standardna izvedba.Svaka stambena jedinica ima vlastiti vodomjer.Klima uređaj: opcija grijanja i hlađenja. Priključak interneta i kablovske TV.Vodomjeri su instalirani za svaki pojedinačni stan za očitanje potrošnje vode.Ulazna blindo vrata.NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.LOCUS Nekretnine d.o.o ne preuzima nikakvu odgovornost za moguća odstupanja od zemljišnoknjižnih podataka i katastarskih podataka sa stvarnom situacijom nekretnine na terenu. Kupac se upućuje da izvrši detaljnu provjeru svih zemljišnoknjižnih podataka, katastarskih podataka i stvarne situacije nekretnine te da se posavjetuje sa notarom, kojeg odabere za zaključenje kupoprodajnog ugovora.Planirate prodaju Vaše nekretnine? Kontaktirajte nas i uvjerite se da smo najbrži i najefikasniji: +387 33 214 441"
774,"
                                                    Dvosoban stan Sarajevo Tower 67.39m2 prodaja
                                                ",Na upit,67.39,Dvosoban (2),11,Nenamješten,,Centralno (gradsko),Prodaja,"Novo Sarajevo, Sarajevo",5.0,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,31.03.2023,,True,,,,True,,True,True,,"Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja dvosoban stan na 11. spratu u Sarajevo Tower na izuzetno atraktivnoj lokaciji u ulici Kolodvorska, općina Novo Sarajevo.Stan površine 67.39m2 čine dnevni boravak i trpezarija, spavaća soba, hodnik, kuhinja, kupatilo, lođa.Stan je nov i useljiv odmah.Grijanje u stanovima je centralno gradsko sa vlastitim kalilometrom.Ono što krasi ovu izuzetnu građevinu jeste 26 spratova sa 8 brzih liftova.U samom objektu je najkvalitetnija stolarija, keramika, instalacije, liftovi- Kone.Na prva tri sprata veliki tržni centar i podzemna parking mjesta u sklopu objekta.Na samo 2 minute od objekta se nalazi javni gradski prijevoz te glavna saobraćajnica, restorani, trgovine, banke, pošta, škole i bolnice, te mnogo drugih sadržaja neophodnih za funkciju jedne moderne gradske porodice.Za sve informacije pozovite Vašeg agenta za nekretnine!Certificirani agent Haris KadićStanpromet.ba - agencija za nekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 Sarajevo+387 62 801 801agencija@stanpromet.ba"
775,"
                                                    Stan Sarajevo - strogi centar 90m2
                                                ",350.000 KM,90.0,Trosoban (3),4,Nenamješten,Renoviran,Centralno (Plin),Prodaja,Obala Kulina Bana 5,,1970-1979,Parket,True,True,True,True,True,True,,,True,True,True,12.05.2023,Jug,True,False,True,True,,True,,True,True,"Lokacija, lokacija, lokacija! U epicentru ima parking, adaptiran trosoban stan. 90 m2 visine stropa 2,8 sa pripadajućom hobi sobom (4X5) 20 m2 visine 2,4m"
776,"
                                                    APARTMANI/Bjelašnica/Babin Do/NOVOGRADNJA
                                                ",90.000 KM,19.71,Garsonjera,2,Nenamješten,Novogradnja,Struja,Prodaja,,,2020+,,,True,True,True,True,,True,,True,True,True,02.03.2023,Sjeverozapad,True,,,True,,True,,,,"REAL INVEST GROUP (Certificirana agencija za nekretnine)

Reg. broj: 51/2023


Kontakt: Anes Hodžić 

Mobilni: 061 102- 458 

Mail: prodaja@rig.ba 


REAL INVEST GROUP VAM PREDSTAVLJA:

Apartmani visokokvalitetne gradnje na lokaciji Babin Do koji se nalazi u neposrednoj blizini glavne ski staze sa otvorenim pogledom na vrhove Bjelašnice. 


Objekat se sastoji od 5 etaža (S;P;3) sa ukupnim brojem od 40 apartmana, te dvije podzemne etaže na kojima se nalaze parking-garažna mjesta sa ostavama.

 

Predmetni objekat je trenutno u fazi grubih unutrašnjih radova, a završetak radova i useljenje se očekuju do 30.07. tekuće godine

 

U neposrednoj blizini objekta su smješteni brojni sadržaji, hoteli, spa i wellnes centri, koji čine Vaš boravak ugodnim i nezaboravnim.


Predmetni objekat se nalazi u blizini glavne ski staze, a iz većeg broja apartmana se pruža otvoren pogled prema skijaškim stazama i vrhovima Bjelašnice.

 

U ponudi imamo još samo 6 apartmana i to:

 

Garsonjera površine 19.71 m2, dostupna na etaži:

Drugi sprat: 90.000,00 KM


Također iz ponude izdvajamo i sljedeće tipove apartmana:

 

Dvosoban površine 38.54 m2, dostupne na sljedećim etažama:

Suteren: 154.000,00 KM

Prizemlje: 160.000,00 KM

Prvi sprat: 162.000,00 KM

 

Trosoban površine od 51.83m2 do 54.32m2, dostupne na sljedećim etažama:

Suteren: 220.000,00 KM

Prvi sprat: 250.000,00 KM


Navedene cijene su sa uračunatim PDV-om


Moguća je i kupovina garažnog mjesta po jedinstvenoj cijeni od 40.000,00 KM sa PDV-om.

 

LOKACIJA U radijusu od cca 200 metara nalazi se Hotel “Nomad”, Hotel „Han“,  skijaške staze i ostali sadržaj koji vam garantuje ugodan boravak za sva četiri godišnja doba.

 

MATERIJALIZACIJA Unutrašnja stolarija u bijeloj boji kao i vanjska stolarija tipa REHAU sa troslojnim termoizolacijskim staklom. Ulazna vrata u apartmanima su protuprovalna i protupožarna. Parket tipa Tarkett hrast, keramičke pločice prve klase. Grijanje u apartmanima će biti putem električnih konvektora. Lift renomiranog proizvođača „KONE“. "
777,"
                                                    Prostran trosoban stan, otvoren pogled, dvije lođe
                                                ",209.000 KM,93.0,Trosoban (3),3,Nenamješten,,Centralno (Plin),Prodaja,Adema Buće,10.0,1960-1969,Parket,True,,,,True,,,,True,True,,02.11.2022,Jugoistok,True,,True,,,,,True,,"OPIS:Agencija za promet nekretninama INTERESA prodaje trodoban stan, 93m2, na trećem spratu (ukupno četiri) u stambenoj poslovnoj zgradi u naselju Buća potok, opština Novi Grad. Nekretnina je adaptirana u nekoliko navrata, a posljednji put 2015. godine renovirano je kupatilo, zapjenjene vodovodne i elektro instalacije. Stan je trostrano orijentisan. LOKACIJA:Stan se nalazi u ulici Adema Buće (zgrada pored HIFA pumpe pored kružnog toka), naselje Buća potok, opština Novi Grad.
STANDARD:Plinsko etažno grijanje Vanjska drvena stolarija. Unutrašnja drvena stolarija. Parket u sobama. Keramičke pločice u kuhinji i kupatilu. Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu.
FINANSIRANJE PRI KUPOVINI:O.D. “INTERESA” u saradnji sa vodećim bankama u BiH pomaže klijentima da na brži i jednostavniji način obezbijede potrebna kreditna sredstva za finansiranje kupovine nekretnina.
 
Agent za promet nekretnina
 
+387 61 442 448
 
INTERESA nekretnine
 
https://interesa.olx.ba/
interesanekretnine@gmail.com"
778,"
                                                    Stan S7A 48,95 m2 | Vogošća | Novogradnja | Rondo Lux
                                                ",117.480 KM,75.0,Trosoban (3),Prizemlje,Nenamješten,Novogradnja,Plin,Prodaja,Rosulje do br.2,,2020+,Parket,,True,,,True,True,True,,True,True,,17.03.2023,,,,True,,,,,,,"Detaljni opisProdajemo trosoban stan na lokaciji Rosulje do br.2, Vogošća u sklopu ekskluzivnog stambeno-poslovnog objekta RONDO LUX, stan se nalazi na prizemlju.Stan je površine 48,95 m2 i sastoji se od dnevnog boravka sa trpezarijom i kuhinjom, dvije sobe, kupatila, hodnika, ulaza i bašte.Ovaj kompleks svojom strukturom, pozicijom, kvalitetom gradnje i modernom arhitekturom omogućava malo drugačiji i kvalitetniji stil življenja. Ono što prvo pada u oko znatiželjniku je sama pozicija koja je obasjana suncem tokom cijelog dana, dok arhitektonsko rješenje odiše mirnoćom i luksuzom.Cijena stana je 2.400,00 KM/m2 sa PDV-om, uz stan je obavezna kupovina garažnog mjesta po cijeni 15.000,00 KM sa PDV-om.STAN JE USELJIV.Ostale stanove možete pogledati na našoj web stranici www.rondolux.residence.ba.Budite slobodni da nas kontaktirate za bilo kakve dodatne informacije ili posjetu lokaciji putem e-mail adrese: info@residence.ba ili na telefon broj +387 60 320 9127 (dostupni i na Viber i WhatsApp)"
