,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
10,"
                                                    Stan - Sarajevo Centar - Skenderija - 98m2
                                                ",,,,,,,,,,Parket,,True,True,True,True,True,True,,True,True,True,23.06.2023,,True,,,,,,True,,,"Detaljni opisSarajevo Real Estate Neira Babić je ovlašteni posrednik upisan u Registar posrednika u prometu nekretninama - 05-04-32-UTOvlašteni agent: Neira BabićŽelite saznati više o ovoj ili drugim nekretninama iz naše ponude, posjetite www.sarajevo-realestate.comStan - Sarajevo Centar - Skenderija - 98m2 - ProdajaKratki opis  Prodaje se luksuzan stan od 98 kvadratnih metara. Sastoji se od dvije spavaće sobe, prostranog i svijetlog dnevnog boravka,,trpezarije, kuhinje, kupaonice, toaleta i ostave. Smješten je u kvalitetno opremljenoj zgradi izgrađenoj 2005. godine u centru Sarajeva, na području Skenderije., u neposrednoj blizini Njemačke , Grčke i Ambasade EU Delegacije. Zgrada je pod video nadzorom, a svaka stambena jedinica je opremljena video interfonom, dok rezervni baterijski sistem obezbeđuje napajanje u slučaju nestanka struje. Opremljen je centralnim grijanjem, klima-uređajem.. Sav ugradbeni namještaj ostaje u stanu. Stan nema garažu, ali je moguće iznajmiti parking mjesto u garaži zgrade. NapomenaNavedena tražena cijena predstavlja traženu cijenu za predmetnu nekretninu definisanu posredničkim ugovorom. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od tražene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.Dostupan odmah!Više informacija i termin za uvid u stanje nekretnine možete dobiti vlastiti na zahtjev.﻿Kontakt telefon:061 445 887 Timur061 157 379 NeiraWeb: https://www.sarajevo-realestate.com/e-mail: info@sarajevo-realestate.comFacebook  InstagramYouTube  Neira Babić since 1996..."
11,"
                                                    Stan Sarajevo - Novo Sarajevo 101m2
                                                ",,,,,,,"Triglavska 51, Hrasno Brdo",,2010+,Parket,True,True,True,True,True,,,,True,True,True,30.06.2023,,True,,True,,,,,True,,"LOKACIJAPovoljno se prodaje, konforan trosoban (polunamjesten) stan u naselju Hrasno Brdo, Ul. Triglavska -Opstina Novo Sarajevo.OPIS NEKRETNINEStan se nalazi u novogradnji na III spratu (bez Lifta), u mirnom dijelu naselja, punog zelenila i sa predivnim pogledom na grad, te trostranom orjentacijom.Ispred objekta se nalazi ogradjeni parking prostor, sa pripadajucim parking mjestom, iskljucivo za stanare, kao i lijepo uredjeno i odrzavano dvoriste.NEKRETNINA SE SASTOJI OD:Prostranog dnevnog boravka sa kuhinjom i trpezarijom, hodnikom, iz kojeg se ide u dvije spavace sobe, kupatilom i odvojenim WC-om, kao i zasebnog veseraja i balkonom, ukupne povrsine 101m2.Stan je uredno zaveden u ZK.U jednoj od soba se nalazi galerija cca 7,5 m2 koja ne ulazi u kvadraturu stana a idealna je, kao prostor za ostavu- sezonski garderober i sl.Stan je prostran, a posebnu draz mu daje dnevni boravak, kao centalna prostorija, spojena sa kuhinjom, trpezarijom, predsobljem, te zatvorenom lodjom.OD STANDARDA IZDVAJAMO-grijanje je plinsko etazno /Waillant bojler/-gradjena vanjska PVC i drvena stolarija, unutrasnja stolarija-drvo,-podne obloge parket-laminat i keramika,-u kuhinji su ugradbeni, po mjeri radjeni elementi, a u sobama, ugradbeni plakari. (navedeno ostaje u stanu).-TV, kablovska, internet.-blindirana vrataNadalje, bitno je naglasiti, da je lokacija povezana javnim gradskim saobracajem sa ostalim dijelovima grada- trolejbuska stanica se nalazi na 450 m od stana, kao i sa ostalim popratnim sadrzajem (vrtici, skole trgovine,banke, apoteke …..).Sve konkretnije info. mozete dobiti na 061 167953(dostupan na Viber i  WhatsApp od 09,00 do 24,00) "
12,"
                                                    MY SPACE/ Stan/ Pofalici/ Humska/ 59 m2
                                                ",,,,,,,Humska,,,Parket,,True,True,True,True,,,,True,True,True,22.12.2022,,True,,True,,,,,,,"""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Novo Sarajevo, naselje Pofalići u ulici Humska.
Stan je površine 59 m2 i nalazi se na visokom prizemlju stambene zgrade. Po strukturi je dvosoban.
Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i trpezarijom, spavaće sobe i kupatila. Vanjska i unutrašnja stolarija su drvene. Pod je parket i keramika. Grijanje je etažno plinsko. Ulazna vrata su blindirana.
Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/dvosoban-stan-pofalici-59-m2-13384/
Cijena stana je 159.000 KM.
Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822http://www.nekretnine-myspace.com
MY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo"
13,"
                                                    MY SPACE/ Stan/ Centar/ Sip/ Branilaca Sipa/ 67m2
                                                ",,,,,,,Branilaca Šipa,0,,Parket,True,True,True,True,True,,,,True,,True,11.04.2023,Istok,True,,True,,,,,True,,"""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, opština Centar, naselje Šip, u ulici Branilaca Šipa.Stan je površine 67m2 i nalazi se na drugom (po papirima) spratu stambene zgrade. Zgrada ima prizemlje, prvi i drugi sprat pa se može reći da je stan i na trećem (nije zadnji) spratu. Po strukturi stan je trosoban. Sastoji se od dnevnog boravka, dvije spavaće sobe, kuhinje sa trpezarijom, hodnika, kupatila te balkona zatvorenog tipa. Grijanje je etažno plinsko. Pod je parket. Vanjska stolarija je PVC (stan ima otvoren pogled) dok je unutrašnja stolarija drvena. Stan ima dvostranu orijentaciju (istok-zapad). Dnevni boravak i jedna spavaća soba su okrenuti ka istoku dok je druga spavaća soba orijentisana prema zapadu. Ulazna vrata su blindirana. Moguća je po dogovoru i kupovina namještenog stana. U trenutnu cijenu ulazi ugradbena kuhinja gorenje, visoki sjaj, sa tehničkim elementima (ploča, rerna, napa) i plakar. Stan ima i svoje parking mjesto.Za više informacija posjetite link: https://www.nekretnine-myspace.com/nekretnine/trosoban-stan-sip-67m2-13523/Cijena stana je 273.000 KMSve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822www.nekretnine-myspace.comMY SPACE d.o.o.Registarski broj posrednika 02/2022Mis Irbina br. 2271000 Sarajevo"
14,"
                                                    Jednosoban stan 40m2 sa garazom - Centar, Kosevsko brdo
                                                ",,,,,,,,,,,,,,,,,,,,,,26.06.2023,,,,,,,,,,,"Prodajem jednosoban stan na Kosevskom brdu ul. Antuna Handija. 
Stan se nalazi na trećem spratu stambene zgrade i sastoji se od  velikog dnevnog boravka, kuhinje, kupatila, wc-a, i hodnika.
Kako se radi o podkrovnom stanu postoji mogućnost prosirenja za cc 20m2.
Uz stan se prodaje i garaza od 15m2 koja se nalazi u istoj zgradi. 
Cijena garaze je 30 000 maraka
061 855 499"
15,"
                                                    Strogi Centar Sarajevo Hiseta 105 m2
                                                ",,,,,,,Hiseta,,Prije 1950,Parket,,,True,True,True,,,,True,True,True,13.10.2022,Sjeveroistok,True,,True,True,,True,,,,"Stan u strogom centru Sarajeva, drugi sprat, u zgradi austro-ugarske gradnje, sa malim brojem stanova (8 stanova), po dva stana na etazi.
 
Stan je u izvornom stanju, prostire se na cca. 105 m2, a sastoji od hodnika, dnevne sobe koja je povezana sa radnom sobom (iz obje se pruza pogled na glavnu saobračajnicu), kupatila, toaleta, odvojene kuhinje sa trpezarijom i ostavom, te spavace sobe.
 
Stan je trostrano orjentisan, sve prostorije imaju prirodno svjetlo i prirodnu ventilaciju. Glavna orjentacija stana je jug-sjever, a velika visina prostorija kao i samih prozora omogucava veliku osuncanost i osvjetljenost. Same prostorije su u osnovi priblizno kvadratne sobe sa dobrim odnosom sirine, duzine i visine prostorije.
Takodje velika udaljenost zgrada preko puta ne ometa prirodnu svjetlost.
Veoma atraktivna lokacija, najuzi centar grada, u neposrednoj blizini se nalazi Sarajevo city centre SCC, javni prevoz i svi ostali neophodni sadrzaji potrebni za kvalitetan zivot.
Stan ima supu u dvoristu i podrumu, kao i pripadajuci dio tavana.
 
Sve ostale inf. na 061/556-221"
16,"
                                                    Stan Avde Hume
                                                ",,,,,,,Avde Hume 2,6,,Parket,True,True,True,,True,,,,True,True,True,30.06.2022,Istok,True,,,,,True,,True,True,"Prodajem namješten i
adaptiran stan na adresi Avde Hume br. 2 općina Centar. Stan je dvoetažni,
ukupne površine 104 m2, s tim što je u ZK-u 96 m2 i odmah je useljiv sa svim potrebnim za život višečlane
porodice. Na prvoj etaži stana nalazi se dnevni boravak, trpezarija, kuhinja,
dvije spavaće sobe, kupatilo sa WC-om i posebni WC. Sa prve etaže stana izlazi
se na balkon. Na drugoj etaži stana nalaze se dvije spavaće sobe i kupatilo.
Stan je nedavno u potpunosti adaptiran i namješten. Cijena stana iznosi 2.000
€/m2. Stan posjeduje i svoju garažu. Cijena garaže je 1.000 €/m2. Zamjena ne dolazi u obzir. Sve informacije putem telefona 062 334 185"
17,"
                                                    Lužani - Trosoban stan sa garažom Ilidža
                                                ",,,,,,,Ramiza Jašara,6,2010+,Parket,True,True,True,True,True,True,True,True,True,True,True,18.05.2023,Istok,True,,,True,True,True,,True,,"Prodaje se trosoban stan u Lužanima sa garažom, površine 71 m2 proširen za cca 6 m2 balkona, što ukupno čini cca 77 m2 korisne površine, Općina Ilidža, ulica Ramiza Jašara.   OPIS: Stan se nalazi na četvrtom spratu stambene zgrade, ujedno i posljednjem u zgradi koja ne posjeduje lift, ulica Ramiza Jašara. Stan se sastoji od dnevnog boravka sa kuhinjom i trpezarijom, dvije (2) spavaće sobe, kupatila i hodnika. Stan je primarno istočno orijentisan, te je izuzetno svijetao i prozračan tokom cijelog dana.    Grijanje je centralno gradsko – Toplane Sarajevo. Na stanu su protuprovalna vrata. U cijenu nekretnini ulazi i podrumska prostorija, kao i GARAŽA na etaži -1, i parking mjesto ispred zgrade koje se zaključava. Zgrada je novije gradnje, useljena 2011. godine. Zgrada je pokrivena video nadzorom kao i sam ulaz. U stanu od stvari ostaje: Kuhinja sa tehnikom (osim frižidera), ugao u dnevnom boravku, zidna tv komoda, plakari u hodniku i spavaćoj sobi.     LOKACIJA: Stan se nalazi na jednoj od najtraženijih i najatraktivnijih lokacija na Ilidži. Zgrada je pozicionirana u mirnom dijelu naselja, a ispred zgrade se nalazi parking. U neposrednoj blizini zgrade se nalaze vrtići Amel i Nur, državni vrtić, privatna škola “Mehmed Handžić”, restoran Oaza, restoran Brajlović, prodavnice široke potrošnje Amko, Konzum, Apoteka Sarajevo, frizerski saloni, berberi, dječiji parkovi, vjerski objekti i sve to u krugu od 350 metara. Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije, Za sve ostale informacije stojimo Vam na raspolaganju! Certificirana agencija za posredovanje u prometu nekretninama Tower Nekretnine doo Registarski broj posrednika 70/22! Ramiza Salčina 84, 71000 Sarajevo Agent Edis Ramović Kontakt: +38760 355 5553 mail: nekretnine@tower.ba web: https://tower.ba"
18,"
                                                    Trosoban stan Sarajevo - Centar - Šip 66,6 m2
                                                ",,,,,,,,,2010+,Parket,True,True,True,True,True,,,True,True,True,True,21.05.2023,Jugoistok,True,,True,,,,,True,,"Prodaja – Centar - Šip trosoban stan 66,6 m2 Ulica: Branilaca Šipa  Prodaje se trosoban stan na Šipu površine 66,6 m2 Općina Centar. OPIS: Stan se nalazi na drugom spratu stambene zgrade.  Stan se sastoji od dnevnog boravka, kuhinje sa trpezarijom, dvije (2) spavaće sobe, kupatila, hodnika i balkona/lodže koji je ustakljen pvc stolarijom Rehau. Stan je primarno jugo-istočno orijentisan, te je izuzetno svijetao i prozračan tokom cijelog dana.    Grijanje je centralno plinsko. Na prozorima je pvc stolarija dok je unutrašnja drvena. Na stanu su protuprovalna blindo vrata. Kuhinja je vrhunske kvalitete marke Gorenje kao i tehnika Ora Ito Gorenje. Zgrada je novije gradnje, useljena oko 2011. godine. U stanu od stvari ostaje: Kuhinja sa tehnikom, plakar u spavaćoj sobi. Stan je moguće kupiti i potpuno namješten.  LOKACIJA: Zgrada je pozicionirana u mirnom, centralnom dijelu Šipa. Izdvaja se po mirnoći i pristupi svim bitnim sadržajima za život, a ispred zgrade se nalazi parking.  Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije, Za sve ostale informacije stojimo Vam na raspolaganju!  Certificirana agencija za posredovanje u prometu nekretninama Tower Nekretnine doo Registarski broj posrednika 70/22! Ramiza Salčina 84,  71000 Sarajevo Agent Edis Ramović +38760 355 5553 nekretnine@tower.ba https://tower.ba"
19,"
                                                    Trosoban stan - Novi Grad 75m2 - Vojničko polje
                                                ",,,,,,,Adija Mulabegovića,6,1980-1989,Parket,True,True,True,True,,,True,,True,True,True,28.05.2023,Jugoistok,True,,,True,,True,,True,,"Prodaja - Tower Nekretnine iz svoje ponude izdvajaju trosoban stan na Vojničkom polju/Saraj polje Novi Grad Sarajevo ukupne površine 81m2, 75 m2 + 6 m2 balkon Ulica: Adija Mulabegovića  OPIS: Stan se nalazi na četvrtom(4) spratu stambene zgrade od ukupno osam(8) spratova. Na svakom spratu se nalaze po dva (2) stana, koja imaju svoj predulaz koji se zaključava.  Zgrada posjeduje lift.   Stan se sastoji od dnevnog boravka, kuhinje sa trpezarijom, dvije (2) spavaće sobe, kupatila, wc-a, dva(2) hodnika, ostave i balkona. Primarna orijentacija stana je jugo-istok, te je izuzetno svijetao i prozračan tokom cijelog dana. Grijanje je centralno gradsko.  U spavaćim sobama su francuski balkoni. Iz dnevnog boravka se izlazi na veliki i prostrani balkon što stan čini izuzetno svijetlim. Na prozorima je pvc stolarija, dok je unutrašnja drvena, obnovljena. Na stanu su protuprovalna blindo vrata. Stan je u sendviču između stanova, što ga čini veoma toplim zimi, a ljeti ga čuva od velikih vručina. Osigurači su automatski.  Zgrada je građena 80-ih.  U stanu od stvari ostaje: Kuhinja sa trpezarijskim stolom i stolicama, ormari i plakari u spavačim sobama.  LOKACIJA: Zgrada je pozicionirana u mirnom dijelu naselja Vojničko polje, na samom ulazu u naselje. Izdvaja se po mirnoći i pristupi svim bitnim sadržajima za život, a uz zgradu se nalazi veliki parking. U neposrednoj blizini zgrade se nalazi veliki konzum, bingo, dječji park, trolejbuska stanica. Na 300 metara je osnovna škola Aleksa Šantić, Dom zdravlja Saraj Polje. 

Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije, Za sve ostale informacije stojimo Vam na raspolaganju! Certificirana agencija za posredovanje u prometu nekretninama Tower Nekretnine doo Registarski broj posrednika 70/22! Ramiza Salčina 84,  71000 Sarajevo Agent Edis Ramović +38760 355 5553 nekretnine@tower.ba https://tower.ba"
20,"
                                                    Professionals/stan/Alipašino Polje/Novi Grad/Sarajevo
                                                ",,,,,,,Bosanska,,,Parket,,,,,True,,True,,True,True,,25.04.2023,Jugozapad,True,,,,,,,,,"Professionals Real Estate prodaje jednoiposoban stan na Alipašinom Polju (C faza), ulica Bosanska, općina Novi Grad.Stan je pozicioniran je na 11 (jedanaestom) spratu stambene jedinice koja posjeduje dva lifta. Sastoji se od: hodnika, dnevnog boravka, spavaće sobe, kuhinje i kupatila ukupne uknjižene površine 43 m2. Grijanje je centralno, gradsko. Stan se nalazi u izvornom stanju i zahtijeva određenu adaptaciju. Posjeduje izuzetno funkcionalnu dispoziciju prostorija, dvostranu orijentaciju, parkete na podovima, drvenu stolariju, otvoren pogled, itd..Ispred zgrade se nalazi veliki javni parking. Lokacija na kojoj se nalazi predmetna nekretnina je izuzetno atraktivna a takvom je čini blizina brojnih sadržaja koji su potrebni za ugodan i olakšan boravak. U krugu od 300 m se nalaze brojne predškolske, školske i druge institucije, komercijalni centri, javni gradski prijevoz, ugostiteljski objekti i sl. Dokumentacija uredna, vlasništvo 1/1, bez tereta. Cijena: 120.000,00 KMZa sve ostale informacije kao i zakazivanje termina za razgledavanje predmetnog stana, pozovite sljedeće brojeve telefona:+387 (61) 733 004+387 (62) 245 363+387 (62) 396 944http://www.profnekretnine.bainfo@profnekretnine.bahttps://www.facebook.com/ProfessionalsRealEstate*Professionals agencija za nekretnine je upisana u registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 9/2022. *Naši uposlenici su certificirani i stručno osposobljeni."
21,"
                                                    Stan Velešići Sarajevo - Novo Sarajevo 57.60m2
                                                ",,,,,,,,,,Brodski,,True,,True,True,,,,True,True,True,19.06.2023,Jugoistok,True,,True,True,,True,,,,"Professionals d.o.o. prodaje kompletno renoviran trosoban stan u Velešićima, ul. Muhameda ef. Pandže, opština Novo Sarajevo.
 
Predmetni stan je pozicioniran u prizemlju zgrade dvospratnice koja se nalazi u jednom od najmirnijih dijelova grada Sarajeva. Sastoji se od predulaza, hodnika, dnevnog boravka sa kuhinjom, dvije spavaće sobe,ostave i kupatila, ukupne uknjižene površine 57,60 m2.Grijanje je plinsko, etažno.Stan je nedavno renoviran i u dobrom je stanju. Prilikom renoviranja postavljena je kvalitetna PVC stolarija sa alu roletnama, izmijenjene su električne, vodovodne i kanalizacione instalacije. Postavljena su protuprovalna blindo ulazna vrata, keramika i sanitarija. Prodaje se polunamješten.Pored objekta se nalazi dvorište koje koriste isključivo stanari u ovoj zgradi. Stanu pripada i pomoćni objekat (šupa) koji raspolaže površinom od cca 18,00 m2 kao i jedno parking mjesto (vanknjižno vlasništvo).Lokacija je OK! Udaljenost od Sarajevogasa i peny plusa u Velešićima je cca 870 m.Dokumentacija uredna! Vlasništvo 1/1 BEZ TERETA!Cijena:138.500 KM.Za sve ostale informacije kao i zakazivanje termina za razgledavanje predmetnog stana, pozovite sljedeće brojeve telefona:+387 (62) 245 363
+387 (61) 733 004 
+387 (62) 396 944
 
http://www.profnekretnine.ba
info@profnekretnine.ba *Professionals agencija za nekretnine je upisana u registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 9/2022. 
*Naši uposlenici su certificirani i stručno osposobljeni."
22,"
                                                    Trosoban stan - Ilidža - Novogradnja - 69 m2
                                                ",,,,,,,Blažujski drum,,2010+,Parket,True,True,True,True,,True,True,True,,,True,16.03.2023,Jug,True,,True,,,True,,True,,"CITY Nekretnine d.o.o.Upisan u registar posrednika kod FMT pod reg.brojem: 25/2022Adresa: Branilaca Sarajeva 20/I, SarajevoKontakt telefon: 033 550 040, 062 446 448E-mail: mirza@citynekretnine.baWeb: https://citynekretnine.ba/nekretnine/prodaja/stan/trosoban-stan-ilidza-novogradnja-69-m2/CITY Nekretnine prodaje trosoban stan sa balkonom u zgradi novije gradnje na Ilidži, ukupne površine 69,23 m2.
 
Stan se nalazi na petom spratu stambene zgrade novije gradnje sa liftom, ulica Blažujski drum, općina Ilidža, udaljen svega par stotina metara od strogog centra Ilidže, tržnog centra OBI, benzinske stanice, supermarketa, naselja Lužani, kao i Velike aleje i svih ostalih sadržaja koji su dostupni na ovoj lokaciji.
 
Kvadratura stana iznosi 69,23 m2, po strukturi je trosoban, primarne južne orjentacije.
 
Stan posjeduje:
- Dnevni boravak i trpezariju sa izlazom na balkon
- Balkon sa otvorenim pogledom na planinu Igman i Veliku aleju
- Kuhinju opremljenu svim potrebnim elementima
- Dvije spavaće sobe
- Kupatilo
- Dodatni toalet i vešeraj
- Hodnik
- Centralno grijanje - etažno - plin
- Klima uređaj
- Blindirana vrata, video interfon, lift
- Priključke telefona, digitalne televizije i wi-fi interneta
- Parking ispred zgrade
 
CIJENA: 231.150 KM 
 
"
23,"
                                                    Centar dvosoban stan 65m2 kod BBI centra
                                                ",,,,,,,,,,,,,,,,,,,,,,11.03.2023,,,,,,,,,,,"Prodaje se dvosoban stan površine 65m2 na početku ulice Koševo. Nalazi se na 3 i ujedno zadnjem spratu zgrade. Stan je u odličnom stanju i renoviran je u nekoliko navrata. Grijanje plinsko etažno. Sastoji se od ulaznog hodnika, kupatila, kuhinje sa trpezarijom i ostavom, spavaće sobe i dnevnog boravka. 
 U blizini su BBI, tramvajska stanica, Predsjednistvo,skole, fakulteti, uze jezgro grada. 
CIJENA 210000 KM
062 856 215"
24,"
                                                    PRODAJA/STAN/ GRBAVICA/51M2
                                                ",,,,,,,Kemala Kapetanovica,3,1970-1979,Parket,True,True,True,True,True,,,,True,True,True,22.06.2023,,True,,True,True,,,,True,,"SETA CONSULTING izdvaja  na prodaju dvosoban stan u ulici Kemala Kapetanovića u naselju Grbavica.Stan je smješten na trećem spratu stambene zgrade bez lifta, uknjižene površine od 51m2 +3m2 balkona. Sastoji se od hodnika, jedne spavaće sobe, dnevnog boravka, kuhinje sa izlazom na balkon i kupatila.Stan je dvostrane  orjentacije, renoviran, vanjska stolarija je PVC, podovi (parket i laminat), postavljena blindo ulazna vrata,  grijanje je na struju a plin je doveden do ulaznih vrata stana.Odlična pozicija stana, a  nalazi se neposretnoj blizini gradskog saobaraćaja, marketa, tržnice , skole, vrtića, Vilsonovog setalista i sl.NAPOMENA:Navedena tražena cijena predstavlja traženu cijenu za predmetnu nekretninu definisanu posredničkim ugovorom. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od tražene, ponuđenu od strane kupca kojeg vlasnik odabere uz posredovanje agencije.Više informacija možete dobiti na kontakt telefon 061 161 676 i  061 171 776SETA d.o.o. SarajevoRegistarski broj posrednika: 116/23"
25,"
                                                    Stan Vogošća 80 m2 . Čitati detaljno!061516408
                                                ",,,,,,,,,2020+,,True,True,True,True,True,True,True,,True,True,True,30.12.2022,,True,,,,True,,,True,,"Nov veći trosoban stan u Vogosci,Josanicka 14A
Sastoji se od:
Dnevni boravak sa trpezarijom i kuhinjom
Dvije sobe
Dva balkona...
Dvostrano orjentisan suncan cijeli dan,predivan poglwd iz cijelog stana
Na svim otvorima postavljene alu roletne kao.i rolo komarnici.
Oba balkona ostakljena tzv finskim sistemom ostakljivanja (kaljeno staklo 0,9cm)
Grèe inverter A+++
Sanitarije geberit i grohe...
Kuhinja  i otok po.mjeri od medijapana sa full ugradbenim aparatima u CIJENI stana,unutarnja stolarija medijapan/puno drvo....
U stan ulozeno jako puno novca i truda!!!





NAPOMENA:
ZGRADA JOS NIJE ETAZIRANA ALI JE STAN UPISAN U ZK U SUDU(KAO VLASNISTVO 1/1,GDJE JE NAVEDENA KVADRATURA STANA,SPRAT I BROJ STANA KAO I DA JE VLASNISTVO MOJE 1/1),NA ISTOM NEMA HIPOTEKE NI BILO.KAKAVOG TERETA 

MOGUC PREVOD U SUDU UZ NOTARSKI UGOVOR ODMAH!SVI PRIKLJUČCI I KOMUNALIJE NA MOJE IME!
3000KM/m2

Vlasnik 061516408

OLX poruke STOP!!!"
26,"
                                                    Stan Sarajevo - Grbavica dvosoban 54m2
                                                ",,,,,,,,3,,Parket,True,True,True,True,True,,,,True,True,,25.06.2023,,True,,,True,,,,True,,"Stan se nalazi na Grbavici 100m od Sopinga, u ul. Kemala Kapetanovica na trecem spratu. Potpuno je renoviran i izmjenjene su sve vodovodne ,kao i strujne instalacije, vanjska stolarija Pvc zatvoren balkon,koji gleda na zeljin stadion. Kuhinja potpuno renovirana i uraɗena ugradbena. Dvostrano je orijentisan i ima spavacu sobu, veci dnevni boravak odvojenu kuhinju sa izlazom na balkon kao i ostava do kuhinje ,a u prizemlju je podrum. Sve je u odlicnom stanju.  Sve informacije na mob: 065/450-114"
27,"
                                                    Dvosoban, dvostrano orijentisan stan, 51m2 / Hrasno
                                                ",,,,,,,,,,Laminat,True,True,True,True,,,,,,,True,05.05.2023,,True,,,True,,,,True,,"BAULAND prodaje:
Kompletno renoviran dvosoban stan, dvostrano orijentisan, uknjižene površine 51m2 (s tim da je stvarna površina stana veća) koji se nalazi u visokom prizemlju stambene zgrade bez lifta (Pr+5 spratova) u ulici Aleja Lipa, naselje Hrasno, Općina Novo Sarajevo.
Stan se sastoji od hodnika,izdvojene kuhinje sa trpezarijom, dnevnog boravka iz kojeg se izlazi na zatvoreni balkon, jedne spavaće sobe i kupatila.
Stanu pripada podrumska prostorija u suterenu zgrade.
Stan je nedavno kompletno renoviran. Prilikom renoviranja stana na podu je urađen novi estrih, postavljen je laminat, vanjski portali su PVC sa rolo roletnama i komarnicima, unutrašnja stolarija je medijapan. Bitno je napomenuti da je vanjsko staklo laminirano sa folijom što znači da ima određen stepen zaštite prilikom lomljenja tj. folija kojom je staklo obloženo onemogućava rasipanje komadića stakla prilikom lomljenja. 
Vodo i elektro instalacije su promijenjene, rasvjeta takođe, postavljeni su prekidači i utičnice tamo gdje prije nisu bili/e, ostavljen je priključak za klimu uređaj. Radijatori u stanu su promijenjeni, u dnevnom boravku je radijator premješten i postavljen je novi vertikalni zbog instaliranja staklenih portala između dnevnog boravka i balkona.
Ulazna vrata su blindirana.
Stan se prodaje polunamješten, to znači da budući vlasnici na poklon dobijaju drvene elemente kuhinje sa napom, plakar u kuhinji i plakar u hodniku.Prednosti nekretnine:LokacijaStan se nalazi na početku Vilsonovog šetalištaNaselje obiluje zelenilom i drvećemBlizina rijekeBlizina škole, vrtića i dječijeg igralištaIza zgrade se nalazi javni parking prostorBlizina javnog gradskog prijevoza-tramvaja i autobusaBlizina supermarketa, ugostiteljskih i uslužnih objekataBlizina zgrade Općine i drugih javnih i privatnih ustanovaLokacija:
Stan se nalazi u ulici Aleja Lipa, naselje Hrasno, Općina Novo Sarajevo. U neposrednoj blizini se nalaze škola, vrtić, dječije igralište, javni parking prostor, Vilsonovo šetalište, javni gradski prijevoz i glavna saobraćajnica, taxi štand, zgrada Općine Novo Sarajevo, supermarketi, ugostiteljski i uslužni objekti, obrazovne institucije, BH Telecom, i drugo.Informacije:
Obilazak se može izvršiti svakim radnim danom uz prethodnu najavu na broj telefona +387 62 080 550 (Viber/WhatsApp), te putem e-mail adrese info@bauland.ba"
