,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
10,"
                                                    TROSOBNI STANOVI 59m2 / ILIDŽA / NOVOGRADNJA
                                                ",Na upit,59,Dvosoban (2),5,Nenamješten,,Plin,Prodaja,Lužansko polje bb,,2020+,,True,True,True,True,True,True,True,True,True,True,True,24.08.2022,Sjeveroistok,,,True,,True,True,,True,,"- ZAVRŠENA IZGRADNJA NOVOG MODERNO DIZAJNIRANOG OBJEKTA                                                         U VRTOVIMA RIVERINE! –
××× VILA MAGNOLIA ×××ZAVRŠEN I USELJIV NOVI MODERNO DIZAJNIRANI OBJEKAT U VRTOVIMA RIVERINE.Nastavljamo izgradnju stanova poznatih po dobro iskorištenom prostoru i nezaobilaznim dodatnim pogodnostima za buduće stanare.Vila Magnolia se sastoji od 61 stambene jedinice raspoređene na 7 spratova i prizemlje, a u suterenu se nalaze garažna mjesta i ostave.
Unutar naselja se nalazi vanjski parking prostor namijenjen za stanare i njihove goste.××× IZABERITE DRUGAČIJI STANDARD ŽIVOTA ××× 
POSEBNE POGODNOSTI:
Krovna terasa sa roštiljemZimska baštaFitness prostorija (besplatno korištenje za stanare)Dječiji parkVideo nadzorOdvojena brojila za svaki stan za struju, vodu i gasLiftZatvoreni tip naselja (rampa na ulazu) GARANCIJA NA STAN I STATIKU ZGRADETrosobni stanovi od cca 59m2 sadrže: dnevni boravak + kuhinja + trpezarija, spavaća soba 1, spavaća soba 2, kupatilo, vešeraj, dodatni mali wc i balkon. Dostupan na različitim etažama.
Osnovna odlika trosobnih stanova je što pored kupatila sadrže i dodatni mali wc. 
ŠTA VAM SVE NUDIMO?   
Svaki stan ima trofazni priključak električne energije angažovane snage 10kW.
Svaki stan posjeduje vlastito brojilo za struju, gas i vodu, a priključci su uračunati u cijenu.
Fasada debljine 14cm i obezbjeđena termičko-zvučna izolacija između hodnika i stana.
Vešeraj - prostorija u stanu u kojoj je smješten bojler. Zasebna prostorija u stanu namijenjena za odlaganje različitih stvari, poput higijene, kućanskih aparata (veš mašina, sušilica, usisivač i sl.)
Protuprovalna/protupožarna vrata na ulazu u stan sa protupožarnosti od 60 minuta. 
PVC stolarija - petokomorni PVC-ALU profil u kombinaciji sa dvoslojnim staklom i low-e premazom + argon. 
Spušteni strop - Kao dio svakog dnevnog boravka urađen dio spuštenog stropa sa dekorativnom LED rasvjetom kao dodatno osvjetljenje i poseban osjećaj luksuza u stanu. 
WC – trosobni stanovi pored kupatila sadrže i dodatni wc.
Grijanje -  plinsko grijanje sa zasebnim brojilom (kondenzacijski bojler koji uključuje velike uštede i panelni radijatori)
Inverter klima jedinica (i grije i hladi) u svakom dnevnom boravku.
Balkon – Svaki stan posjeduje balkon. Iz svakog dnevnog boravka se izlazi na balkon sa staklenom ogradom koja zajedno sa velikim kliznim portalom doprinosi otvorenom konceptu stana i maksimalno osvjetljava životni prostor. Na balkonu se nalazi drvena oboga koja može poslužiti kao dodatni prostor za odlaganje stvari.LOKACIJA:
Stambeno naselje Vrtovi Riverine se nalazi na Ilidži i zatvorenog je tipa. Na ulazu u naselje se nalazi rampa koja pruža veću sigurnost za život. Naselje je mirno i pogodno za kvalitetno odrastanje najmlađih koji svakodnevno provode vrijeme u dječijem parku, voze bicikl ili borave na zelenim površinama.
Sve to stanare vodi u potpuno drugačiju dimenziju življenja i zagarantovano će postati Vaš konačan izbor.
U blizini: OBI Vrtni centar, Centar Ilidža; Termalni kompleks; Oaza kompleks sportski tereni; Vrelo Bosne; Osnovne, srednje škole i internacionalni koledži; Izletišta i planine; Aerodrom.Kako do nas?
– direktno sa brze ceste Sarajevo – Mostar (minut vožnje nakon skretanja na brzu cestu)
- lokalnom cestom Blažujski drum, iza Obi centra (ispod nadvožnjaka lijevo)
* Dvije minute vožnje od centra Ilidže. Kontakt:
Mob: +387 61 064 533 (viber, whatsapp)  
Tel: +387 33 806 026
E-mail: info@vrtoviriverine.ba
Web: www.vrtoviriverine.ba
Facebook: Vrtovi Riverine
Instagram: vrtovi.riverine
Sarajevo, Ilidža, Vrtovi Riverine (Lužansko polje 46)"
11,"
                                                    Apartman-Centar/Alipašina-Novogradnja 24,73m2
                                                ",Na upit,24,Garsonjera,2,Nenamješten,,Ostalo,Prodaja,Alipašina,,2020+,Parket,,True,True,True,True,True,True,True,True,True,True,09.12.2022,Zapad,,,,,,,,,,"Detaljni opisAlipašina 9 odiše mirom kojem toliko težimo i mjesto je opuštanja duha i tijela, te nastoji poštivati historijske vrijednosti kombinirajući ih sa savremenim detaljima. A9 prelazi između dva doba: izraženo je odnosom stroge, mirne fasade i savremenog, nesputanog enterijera. Fasada tradicionalnim materijalima i formom iskazuje poštovanje i duh naslijeđenog doba, jugoslavensko doba u kojem je građena, opeka, beton, bež boja; dok su u enterijeru ostvarene dinamične i nepokolebljive potrebe savremenog čovjeka, hrabro materijalizovane lakim i čvrstim materijalima, čelikom, staklom.Tek uz dvojaku komponentu tradicionalnog i savremenog, objekat ostvaruje puni potencijal, pulsira i oživljava ambijent u kojem se nalazi. Zgrada ima setam etaža, tri etaže sa poslovnim prostorima i četiri stambene etaže koje se mogu iskoristiti i za biznis apartmane. Poslovni prostori smješteni su u prizemlju, prvom spratu te u suterenu. Svi materijali korišteni za projekat ”Alipašina Devet” vrhunske su kvalitete i renomiranih proizvođača.Svi apartmani se prodaju po sistemu “ključ u ruke” sa kompletnom ugradbenom kupaonicom koja je projektovana po sistemu turskog kupatila.LOKACIJAU samom centru Sarajeva, na raskrsnici novog i prošlog stoljeća novi život će udahnuti historijska adresa Alipašina 9. Objekat A9 smješten je u okolini izraženi ambijentalnih vrijednosti. Riječ je o kompletnom restauriranju i renoviranju objekta iz 1947. godine i pretvaranju istoga u luksuzne stambene i poslovne jedinice sa velikim akcentom na historijski ambijent u kojem se nalazi, čuvajući njen duh i svaku godinu historije.Obilazak se može izvršiti svakim radnim danom uz prethodnu najavu.Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent:Elzana Sejdić Broj tel.: +387 61 315 200Mail:elzana.sejdic@gallery.ba"
12,"
                                                    Apartman-Stan- Centar/ Alipašina 9/ 29.03m2
                                                ",Na upit,29.03,Garsonjera,4,Nenamješten,,Ostalo,Prodaja,Alipašina 9,,2020+,Parket,,True,True,True,True,,True,True,True,True,True,07.03.2023,Sjeverozapad,,,,,True,,True,,,"Alipašina 9 odiše mirom kojem toliko težimo i mjesto je opuštanja duha i tijela, te nastoji poštivati historijske vrijednosti kombinirajući ih sa savremenim detaljima. A9 prelazi između dva doba: izraženo je odnosom stroge, mirne fasade i savremenog, nesputanog enterijera. Fasada tradicionalnim materijalima i formom iskazuje poštovanje i duh naslijeđenog doba, jugoslavensko doba u kojem je građena, opeka, beton, bež boja; dok su u enterijeru ostvarene dinamične i nepokolebljive potrebe savremenog čovjeka, hrabro materijalizovane lakim i čvrstim materijalima, čelikom, staklom.Tek uz dvojaku komponentu tradicionalnog i savremenog, objekat ostvaruje puni potencijal, pulsira i oživljava ambijent u kojem se nalazi. Zgrada ima setam etaža, tri etaže sa poslovnim prostorima i četiri stambene etaže koje se mogu iskoristiti i za biznis apartmane. Poslovni prostori smješteni su u prizemlju, prvom spratu te u suterenu. Svi materijali korišteni za projekat ”Alipašina Devet” vrhunske su kvalitete i renomiranih proizvođača.Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent:Elzana Sejdić Broj tel.: +387 61 315 200Mail:elzana.sejdic@gallery.ba"
13,"
                                                    TROSOBNI STANOVI 60 m2 / ILIDŽA / NOVOGRADNJA
                                                ",Na upit,60,Trosoban (3),4,Nenamješten,,Plin,Prodaja,Lužansko polje bb,2,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,20.12.2022,Sjeveroistok,,,True,,True,True,,True,,"- NOVI MODERNO DIZAJNIRANI OBJEKAT U VRTOVIMA RIVERINE –
××× VILA MAGNOLIA ××× ZAVRŠEN I USELJIV NOVI MODERNO DIZAJNIRANI OBJEKAT U VRTOVIMA RIVERINE.Vila Magnolia se sastoji od 61 stambene jedinice raspoređene na 7 spratova i prizemlje, a u suterenu se nalaze garažna mjesta i ostave.Unutar naselja se nalazi vanjski parking prostor namijenjen za stanare i njihove goste. ××× IZABERITE DRUGAČIJI STANDARD ŽIVOTA ××× POSEBNE POGODNOSTI:Krovna terasa sa roštiljemZimska baštaFitness prostorija (besplatno korištenje za stanare)Dječiji parkVideo nadzorOdvojena brojila za svaki stan za struju, vodu i gasLiftZatvoreni tip naselja (rampa na ulazu) GARANCIJA NA STAN I STATIKU ZGRADE Trosobni stanovi od cca 60m2 sadrže: dnevni boravak + kuhinja + trpezarija, spavaća soba 1, spavaća soba 2, kupatilo, vešeraj, dodatni mali wc i balkon. Dostupan na primzelju, I, II, V, VI i VII spratu. Osnovna odlika trosobnih stanova je što pored kupatila sadrže i dodatni mali  ŠTA VAM SVE NUDIMO?   Svaki stan ima trofazni priključak električne energije angažovane snage 10kW.Svaki stan posjeduje vlastito brojilo za struju, gas i vodu, a priključci su uračunati u cijenu.Fasada debljine 14cm i obezbjeđena termičko-zvučna izolacija između hodnika i stana.Vešeraj - prostorija u stanu u kojoj je smješten bojler. Zasebna prostorija u stanu namijenjena za odlaganje različitih stvari, poput higijene, kućanskih aparata (veš mašina, sušilica, usisivač i sl.)Protuprovalna/protupožarna vrata na ulazu u stan sa protupožarnosti od 60 minuta. PVC stolarija - petokomorni PVC-ALU profil u kombinaciji sa dvoslojnim staklom i low-e premazom + argon. Spušteni strop - Kao dio svakog dnevnog boravka je urađen dio spuštenog stropa sa dekorativnom LED rasvjetom kao dodatno osvjetljenje i poseban osjećaj luksuza u stanu. WC – trosobni stanovi pored kupatila sadrže i dodatni wc.Grijanje -  plinsko grijanje sa zasebnim brojilom (kondenzacijski bojler koji uključuje velike uštede i panelni radijatori)Inverter klima jedinica (i grije i hladi) u svakom dnevnom boravku.Balkon – Svaki stan posjeduje balkon. Iz svakog dnevnog boravka se izlazi na balkon sa staklenom ogradom koja zajedno sa velikim kliznim portalom doprinosi otvorenom konceptu stana i maksimalno osvjetljava životni prostor. Na balkonu se nalazi drvena obloga koja može poslužiti kao dodatni prostor za odlaganje stvari. LOKACIJA:Stambeno naselje Vrtovi Riverine se nalazi na Ilidži i zatvorenog je tipa. Na ulazu u naselje se nalazi rampa koja pruža veću sigurnost za život. Naselje je mirno i pogodno za kvalitetno odrastanje najmlađih koji svakodnevno provode vrijeme u dječijem parku, voze bicikl ili borave na zelenim površinama.Sve to stanare vodi u potpuno drugačiju dimenziju življenja i zagarantovano će postati Vaš konačan izbor.U blizini: OBI Vrtni centar, Centar Ilidža; Termalni kompleks; Oaza kompleks sportski tereni; Vrelo Bosne; Osnovne, srednje škole i internacionalni koledži; Izletišta i planine; Aerodrom.Kako do nas?– direktno sa brze ceste Sarajevo – Mostar (minut vožnje nakon skretanja na brzu cestu)- lokalnom cestom Blažujski drum, iza Obi centra (ispod nadvožnjaka lijevo)* Dvije minute vožnje od centra Ilidže. Kontakt:Mob: +387 61 064 533 (viber, whatsapp)  Tel: +387 33 806 026E-mail: info@vrtoviriverine.baWeb: www.vrtoviriverine.baFacebook: Vrtovi RiverineInstagram: vrtovi.riverineSarajevo, Ilidža, Vrtovi Riverine (Lužansko polje 46)"
14,"
                                                    Novogradnja -Dolac Malta-47.33m2
                                                ",Na upit,47.33,Dvosoban (2),7,Nenamješten,,Ostalo,Prodaja,Paromlinska bb,5.42,2020+,,True,True,True,True,True,True,True,True,True,True,True,07.03.2023,Zapad,,,,,True,,True,True,,"NOVOGRADNJA-DOLAC MALTADvosoban stan površine 47,33 m2 pozicioniran na 7.spratu, zapadne orijentacije.Sastoji se od hodnika, dnevnog boravka, kuhinje, spavaće sobe, lođe i kupatila.Stambeni objekat se nalazi u ulici Paromlinska naselje Dolac Malta, Općina Novo Sarajevo.Položaj stambeno-poslovnog objekta čini život lakšim i ugodnijim. Obrazovne institucije svih nivoa su na par minuta hoda, Vilsonovo šetalište, Mercator Ložionička i drugi marketi, naplatni centar, novouređena četiri parka, kao i veliki broj značajnih institucija (BH telecom, Elektroprivreda...)Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent: Elzana SejdićBroj tel.: +387 61 315 200Mail: elzana.sejdic@gallery.ba"
15,"
                                                    Stan-Dobrinja/Braće Mulića/58,35m2
                                                ",Na upit,61,Dvosoban (2),3,Nenamješten,,Ostalo,Prodaja,Braće Mulića bb,6.45,,,True,True,True,True,True,,True,True,True,True,True,27.01.2023,,,,,,True,,True,True,,"NOVOGRADNJA-DOBRINJADvosoban stan površine 58,31 m2 pozicioniran na 3.spratu, južne orijentacije.Sastoji se od hodnika, dnevnog boravka, kuhinje, spavaće sobe, balkona i kupatila.Stambeni objekat se nalazi u ulici Braće Mulića bb, Dobrinja, Općina Novi Grad.Položaj stambeno-poslovnog objekta čini život lakšim i ugodnijim.Obrazovne institucije svih nivoa su na par minuta hoda, Mercator, Pošta, Banke, Park Prijateljstva kao i novootvoreni bazen Dobrinja.Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 184/2022 Put života 12, 71 000 Agent: Alen EminovićBroj tel.: +387 61 318 700Mail: alen.eminovic@gallery.ba"
16,"
                                                    Novogradnja/Dobrinja/-Braće Mulića 48,73m2 - 87,25m2
                                                ",Na upit,62.48,Dvosoban (2),1,Nenamješten,,Ostalo,Prodaja,Braće Mulića bb,6,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,07.02.2023,Jug,,,,,True,,,True,,"NOVOGRADNJA-DOBRINJAPostanite vlasnik funkcionalnog stana koji pruža komfort, blizinu svih potrebnih sadržaja, ali i život ispunjen mirom i zelenilom! Pri kupovini stana, pored same funkcionalnosti objekta, najvažnija je lokacija koja će svakoj investiciji podići još veću vrijednost. Objekat “Arden” smješten na Dobrinji, Sarajevo, pozicioniran je tako da Vas dijeli svega nekoliko koraka od svih dešavanja, ali u isto vrijeme pruža i potrebnu oazu mira. Dostupne su kvadrature od 48,73 m2 do 87,25 m2.Pronađite svoju idealnu kvadraturu i investirajte u sigurnu budućnost!Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 184/2022 Put života 12, 71 000 Agent: Alen EminovićBroj tel.: +387 61 318 700Mail: alen.eminovic@gallery.ba"
17,"
                                                    Novogradnja - Dolac Malta -Novo Sarajevo 30.28m2
                                                ",Na upit,30.28,Garsonjera,3,Nenamješten,Novogradnja,Ostalo,Prodaja,Paromlinska bb,,2020+,Parket,,True,True,True,True,True,True,True,,,True,16.06.2023,Jug,,,,,True,,True,,,"Detaljni opisNOVOGRADNJA-DOLAC MALTAGarsonjera površine 30.28 m2 pozicionirana na 3. spratu, južne orijentacije.Sastoji se od hodnika, dnevnog boravka, kuhinje  i kupatila.“Malta Complex” je stambeno-poslovni objekat smješten u središtu grada, u ulici Paromlinska, Novo Sarajevo. Nudi kvalitetan, komforan i jedinstven dom, lociran u mirnom dijelu grada, a ujedno na atraktivnoj lokaciji koja nudi sve potrebne sadržaje (škole, obdaništa, tržne centre, dom zdravlja, banke, pošta,) te odličnu saobraćajnu povezanost.Stanovi su dizajnirani na način da je pametno iskorištena površina, čime je kupcima data stvarna vrijednost za uloženi novac.Garažna mjesta koja su liftom povezana sa stambenim etažama, na nivoima -1,-2 i -3.Ostvarite svoj san i uživajte u svakom novom danu. Pozovite prodajnog agenta i zakažite svoj termin za sastanak sa prodajnim savjetnikom, koji će vam pomoći da pronađete savršenu nekretninu koja odgovara vašim potrebama i stilu života. Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent: Elzana SejdićBroj tel.: +387 61 315 200Mail: elzana.sejdic@gallery.ba"
18,"
                                                    Dvosoban stan - Centar - Marijin dvor - 48 m2
                                                ",209.000 KM,48,Dvosoban (2),2,Nenamješten,Parcijalno renoviran,Centralno (Plin),Prodaja,Kalemova,,1960-1969,Parket,,True,True,True,,,,,True,,True,04.05.2023,Jug,True,,True,,,True,,,,"CITY Nekretnine d.o.o.Upisan u registar posrednika kod FMT pod reg.brojem: 25/2022Branilaca Sarajeva 20/I, SarajevoKontakt telefon: 033 550 040, 062 446 448E-mail: mirza@citynekretnine.baWeb: https://citynekretnine.ba/nekretnine/prodaja/stan/dvosoban-stan-centar-marijin-dvor-48-m2-2/CITY Nekretnine ekskluzivno prodaje dvosoban stan u općini Centar, naselje Marijin dvor, ukupne površine 48 m2.Stan se nalazi na drugom (posljednjem) spratu stambene zgrade bez lifta na početku ulice Kalemova, naselje Marijin dvor, općina Centar. U neposrednoj blizini zgrade nalazi se supermarket, Opća bolnica “Prim.dr. Abdulah Nakaš”, a svega par minuta laganog hoda je udaljena od parka Hastahana, Osnovne škole “Isak Samokovlija”, poslovnog centra Unitic, tržnih centara SCC i Alta, kao i drugih mnogobrojnih sadržaja koji su karakteristični za ovu lokaciju.Kvadratura stana iznosi 48 m2, po strukturi je dvosoban, primarne južne orjentacije.Stan posjeduje:- Dnevni boravak- Kuhinju i trpezariju sa ostavom- Ostavu- Spavaću sobu - Kupatilo- Hodnik- Centralno grijanje - etažno - plin- Blindirana vrata- Vanjsku PVC stolariju i unutrašnju drvenu stolariju- Priključke telefona, kablovske televizije i interneta- Parking ispred zgrade na ulici - javniCIJENA: 209.000 KM"
19,"
                                                    NOVOGRADNJA / VRTOVI RIVERINE / ILIDŽA 35 - 77 m2
                                                ",Na upit,35,Trosoban (3),4,Nenamješten,,Plin,Prodaja,Lužansko polje bb,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,10.03.2022,Jugoistok,,,True,True,True,True,,True,,"- ZAVRŠEN I USELJIV NOVI MODERNO DIZAJNIRANI OBJEKATU VRTOVIMA RIVERINE! –
××× VILA MAGNOLIA ×××﻿Nastavljamo izgradnju stanova poznatih po dobro iskorištenom prostoru i nezaobilaznim dodatnim pogodnostima za buduće stanare. Vila Magnolia se sastoji od 61 stambene jedinice raspoređene na 7 spratova i prizemlje, a u suterenu se nalaze garažna mjesta i ostave.Unutar naselja se nalazi vanjski parking prostor namijenjen za stanare i njihove goste. 
××× IZABERITE DRUGAČIJI STANDARD ŽIVOTA ×××POSEBNE POGODNOSTI:
Krovna terasa sa roštiljemZimska baštaFitness prostorija (besplatno korištenje za stanare)Dječiji parkVideo nadzorOdvojena brojila za svaki stan za struju, vodu i gasLiftZatvoreni tip naselja (rampa na ulazu) GARANCIJA NA STAN I STATIKU ZGRADETIPOVI STANOVA:
·       garsonjera cca 35m2 - PRODATO
·       stanovi sa jednom spavaćom sobom cca 45m2 - PRODATO
·       stanovi sa dvije spavaće sobe cca 59m2 - DOSTUPNI NA RAZLIČITIM ETAŽAMA
·       stan sa tri spavaće sobe cca 77m2 - PRODATOŠTA VAM SVE NUDIMO?   Svaki stan će imati trofazni priključak električne energije angažovane snage 10kW.
Svaki stan posjeduje vlastito brojilo za struju, gas i vodu, a priključci su uračunati u cijenu.
Fasada debljine 14cm i obezbjeđena termičko-zvučna izolacija između hodnika i stana.
Vešeraj - prostorija u stanu u kojoj je smješten bojler. Zasebna prostorija u stanu namijenjena za odlaganje različitih stvari, poput higijene, kućanskih aparata (veš mašina, sušilica, usisivač i sl.)
Protuprovalna/protupožarna vrata na ulazu u stan sa protupožarnosti od 60 minuta. 
PVC stolarija - petokomorni PVC-ALU profil u kombinaciji sa dvoslojnim staklom i low-e premazom + argon. 
Spušteni strop - Kao dio svakog dnevnog boravka je urađen dio spuštenog stropa sa dekorativnom LED rasvjetom kao dodatno osvjetljenje i poseban osjećaj luksuza u stanu. 
WC – trosobni stanovi pored kupatila sadrže i dodatni wc.
Master spavaća soba - četverosobni stanovi posjeduju posebnu spavaću sobu koja sadrži svoje vlastito kupatilo.
Grijanje -  plinsko grijanje sa zasebnim brojilom (kondenzacijski bojler koji uključuje velike uštede i panelni radijatori)
Inverter klima jedinica (i grije i hladi) u svakom dnevnom boravku.
Balkon – Svaki stan posjeduje balkon. Iz svakog dnevnog boravka se izlazi na balkon sa staklenom ogradom koja zajedno sa velikim kliznim portalom doprinosi otvorenom konceptu stana i maksimalno osvjetljava životni prostor. Na balkonu se nalazi drvena obloga koja može poslužiti kao dodatni prostor za odlaganje stvari.LOKACIJA:
Stambeno naselje Vrtovi Riverine se nalazi na Ilidži i zatvorenog je tipa. Na ulazu u naselje se nalazi rampa koja pruža veću sigurnost za život. Naselje je mirno i pogodno za kvalitetno odrastanje najmlađih koji svakodnevno provode vrijeme u dječijem parku, voze bicikl ili borave na zelenim površinama. Sve to stanare vodi u potpuno drugačiju dimenziju življenja i zagarantovano će postati Vaš konačan izbor.U blizini: OBI Vrtni centar, Centar Ilidža; Termalni kompleks; Oaza kompleks sportski tereni; Vrelo Bosne; Osnovne, srednje škole i internacionalni koledži; Izletišta i planine; Aerodrom.Kako do nas?
– direktno sa brze ceste Sarajevo – Mostar (minut vožnje nakon skretanja na brzu cestu)
- lokalnom cestom Blažujski drum, iza Obi centra (ispod nadvožnjaka lijevo)
* Dvije minute vožnje od centra Ilidže.Kontakt:
Mob: +387 61 064 533 (viber, whatsapp)  
Email: info@vrtoviriverine.ba
Web: www.vrtoviriverine.ba
Facebook: Vrtovi Riverine
Instagram: vrtovi.riverine"
20,"
                                                    Stan-Dolac Malta-Novogradnja 23,08m2
                                                ",Na upit,23,Garsonjera,2,Nenamješten,,Ostalo,Prodaja,Paromlinska,,2020+,Parket,,True,True,True,True,True,True,True,True,True,True,24.10.2022,Jug,,,,,True,,True,,,"NOVOGRADNJA-DOLAC MALTAGarsonjera površine 23,08 m2 pozicionirana na 2. i 4. spratu, južne orijentacije.Sastoji se od hodnika, dnevnog boravka, kuhinje  i kupatila.“Malta Complex” je stambeno-poslovni objekat smješten u središtu grada, u ulici Paromlinska, Novo Sarajevo. Nudi kvalitetan, komforan i jedinstven dom, lociran u mirnom dijelu grada, a ujedno na atraktivnoj lokaciji koja nudi sve potrebne sadržaje (škole, obdaništa, tržne centre, dom zdravlja, banke, pošta,) te odličnu saobraćajnu povezanost.Stanovi su dizajnirani na način da je pametno iskorištena površina, čime je kupcima data stvarna vrijednost za uloženi novac.Garažna mjesta koja su liftom povezana sa stambenim etažama, na nivoima -1,-2 i -3.Ostvarite svoj san i uživajte u svakom novom danu. Pozovite prodajnog agenta i zakažite svoj termin za sastanak sa prodajnim savjetnikom, koji će vam pomoći da pronađete savršenu nekretninu koja odgovara vašim potrebama i stilu života. Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent: Elzana SejdićBroj tel.: +387 61 315 200Mail: elzana.sejdic@gallery.ba"
21,"
                                                    Novogradnja Dolac Malta- Novo Sarajevo 23.58m2
                                                ",Na upit,23.58,Garsonjera,2,Nenamješten,Novogradnja,Ostalo,Prodaja,Paromlinska bb,,2020+,Parket,,True,True,True,True,True,True,True,True,True,True,21.06.2023,Jug,,,,,True,,True,,,"Detaljni opisNOVOGRADNJA-DOLAC MALTAGarsonjera površine 23.58m2 pozicionirana na 2. spratu, južne orijentacije.Sastoji se od hodnika, dnevnog boravka, kuhinje i  kupatila.“Malta Complex” je stambeno-poslovni objekat smješten u središtu grada, u ulici Paromlinska, Novo Sarajevo. Nudi kvalitetan, komforan i jedinstven dom, lociran u mirnom dijelu grada, a ujedno na atraktivnoj lokaciji koja nudi sve potrebne sadržaje (škole, obdaništa, tržne centre, dom zdravlja, banke, pošta,) te odličnu saobraćajnu povezanost.Stanovi su dizajnirani na način da je pametno iskorištena površina, čime je kupcima data stvarna vrijednost za uloženi novac.Garažna mjesta koja su liftom povezana sa stambenim etažama, na nivoima -1,-2 i -3.Ostvarite svoj san i uživajte u svakom novom danu. Pozovite prodajnog agenta i zakažite svoj termin za sastanak sa prodajnim savjetnikom, koji će vam pomoći da pronađete savršenu nekretninu koja odgovara vašim potrebama i stilu života. Certificirana agencija za nekretnine Gallery Sales Centre Registarski broj posrednika 131/2022 Put života 12, 71 000 Agent: Elzana SejdićBroj tel.: +387 61 315 200Mail: elzana.sejdic@gallery.ba"
22,"
                                                    33m2/dvosoban stan/NINA-STAN/Stup/Ilidža
                                                ",115.900 KM,33,Dvosoban (2),Visoko prizemlje,Nenamješten,,Centralno (gradsko),Prodaja,"Bojnička 41M, Stup, Sarajevo",,,,True,True,,True,True,True,,,True,True,,24.11.2022,,True,,,,,,,True,,UKNJIŽENI I USELJIVI STANOVI 1/1 Kupovina isključivo kod investitora koji je sa Vama 26 godina www.nina-stan.cominfo tel: 062 711 111 Kako do nas? kliknite za detaljna uputstva
23,"
                                                    Stan Ilidža
                                                ",Na upit,45,Dvosoban (2),1,Nenamješten,Renoviran,Ostalo,Prodaja,Spomenik,4,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,16.01.2023,Sjeverozapad,True,,,,True,True,True,True,True,"Ilidza Residence 
 
Ovaj moderni projekat čini stambeni kompleks sa 137 stambenih jedinica visokih standarda, smješten u mirnoj ulici  naselja Otes Općine Ilidža.
 
Završetak radova je planiran do juna 2024. godine.
 
Sastoji se iz dvije lamele (A i B) međusobno povezane, ali sa dva potpuno odvojena ulaza sa odvojenim komunikacionim stepeništem i sa po dva brza neovisna lifta.
 
Lamela A spratnosti -1+P+7-8 spratova 72 stana
Lamela B spratnosti -1+P+7-8 spratova 65 stanova
 
137 parking mjesta za svaki stan smještenih u podzemnoj garaži, prizemlju i parteru plus do 10 parking mjesta za goste i PP.
 Na cijenu utiče spratnost, orjentacija i veličina stana!
 
Grijanje i hlađenje u objektu je putem toplotnih pumpi i invertera (split sistema) potpuno neovisno od bilo koga i upravljivo daljinski putem WIFI. Cijena ukjucuje i trofazni elektro priključak snage 6,7 do 10 kW.
 
Plaćanje, avans/kapara 20%, ostatak po vlastitim mogućnostima, a najkasnije do primopredaje/tehničkog prijema objekta!
 
KUPOVINA DIREKTNO OD INVESTITORA.  
Za dodatne informacije kontakt 
+387 62992229
+387 62552552"
